日期,收盘,开盘,最高,最低,成交额
20260515,180.8,165.0,187.98,165.0,1622827567.0
20260518,226.18,177.97,226.18,170.0,1626675321.0
20260519,248.0,233.0,269.9,217.02,1936985630.0
20260520,310.01,243.0,322.4,240.15,1939559585.0
20260521,256.7,325.0,339.98,256.7,2102771298.0
20260522,249.12,268.0,275.0,230.1,1418859924.0
20260525,193.1,238.22,241.0,191.0,1262811329.0
20260526,193.99,191.0,201.99,166.0,1055582170.0
20260527,187.0,180.5,205.88,180.1,816807132.0
