日期,收盘,开盘,最高,最低,成交额
20260518,67.12,81.0,82.88,61.02,2974530685.0
20260519,65.66,63.0,71.98,61.05,1845264690.0
20260520,68.55,65.0,70.19,61.43,1845306213.0
20260521,63.99,67.0,73.45,63.22,1730033773.0
20260522,58.7,62.0,63.24,58.68,1401935429.0
20260525,52.83,55.77,55.96,52.83,674354631.0
20260526,49.0,48.98,50.57,48.18,757144762.0
20260527,47.59,49.98,50.48,47.51,610663013.0
