日期,收盘,成交额,开盘,最高,最低
20251216,216.05,9076446.0,240.0,244.0,211.15
20251217,202.21,4472752.0,196.99,219.0,196.23
20251218,179.8,4243642.0,197.97,202.02,179.68
20251219,170.45,3496831.0,178.83,179.6,168.33
20251222,168.44,2249098.0,170.0,175.67,167.68
20251223,158.59,2761126.0,168.0,168.43,158.5
20251224,159.24,1795893.0,156.69,162.88,155.88
20251225,159.08,1619422.0,158.5,163.0,157.0
20251226,155.94,1559792.0,158.0,160.0,155.91
20251229,160.89,1887838.0,156.09,163.3,154.02
20251230,155.52,1495981.0,159.1,160.41,155.46
20251231,147.78,1798747.0,155.68,155.68,147.78
20260105,152.27,1947223.0,148.99,154.5,148.51
20260106,158.35,2394419.0,152.26,158.38,150.34
20260107,165.5,3390432.0,159.58,170.75,157.52
20260108,166.08,2104254.0,163.25,168.49,161.08
20260109,162.01,1829357.0,165.1,165.1,161.04
20260112,177.0,3091666.0,163.39,177.0,162.72
20260113,161.0,2732910.0,177.0,177.0,160.89
20260114,171.8,3387604.0,159.62,179.0,159.02
20260115,165.16,1923423.0,169.0,169.0,162.14
20260116,165.03,1452331.0,165.26,168.56,163.18
20260119,162.03,963167.0,166.11,166.11,161.51
20260120,158.09,1098611.0,161.31,164.67,157.77
20260121,161.86,1161090.0,156.0,163.18,156.0
20260122,161.82,983270.0,162.99,166.5,161.08
20260123,163.02,1044970.0,162.08,165.0,160.8
20260126,157.36,1062491.0,163.0,163.9,156.28
20260127,160.15,905880.0,156.0,161.88,152.8
20260128,157.2,1047659.0,157.98,163.88,156.82
20260129,150.75,1231860.0,156.16,156.16,150.53
20260130,150.11,686505.0,150.69,151.98,147.01
20260202,148.79,605512.0,149.08,151.62,148.01
20260203,152.92,650036.0,150.0,153.38,148.16
20260204,149.78,481948.0,151.86,152.27,148.51
20260205,147.3,480133.0,148.58,149.21,147.0
20260206,145.14,455056.0,146.01,146.99,144.5
20260209,146.6,431087.0,146.85,147.66,146.35
20260210,147.24,449407.0,147.5,150.0,146.98
20260211,144.89,415515.0,147.18,147.18,144.89
20260212,145.09,378038.0,144.89,145.9,144.6
20260213,144.51,320785.0,145.28,146.36,144.51
20260224,144.6,429585.0,144.51,145.98,144.2
20260225,147.79,632757.0,144.99,148.55,144.19
20260226,151.3,829993.0,147.02,151.85,147.02
20260227,148.82,640958.0,151.08,151.09,148.01
20260302,147.09,580737.0,146.0,147.95,144.75
20260303,146.4,969328.0,147.16,153.63,146.33
20260304,140.56,839930.0,145.0,146.7,140.04
20260305,141.23,466417.0,143.0,144.48,141.14
20260306,142.63,372212.0,141.23,143.5,140.0
20260309,133.67,1008300.0,140.0,140.07,131.2
20260310,138.14,787470.0,135.0,138.25,135.0
20260311,137.52,625924.0,137.57,141.17,137.36
20260312,135.45,457583.0,136.66,137.55,134.12
20260313,131.77,544101.0,134.51,135.36,131.36
20260316,131.7,585169.0,131.77,131.8,128.0
20260317,134.93,895608.0,131.2,138.8,131.2
20260318,136.95,572254.0,135.43,136.95,132.5
20260319,131.52,527666.0,134.86,135.0,131.11
20260320,136.53,1475867.0,131.7,144.24,131.7
20260323,128.99,993240.0,134.0,137.0,128.36
20260324,136.08,947545.0,131.9,137.6,129.49
20260325,136.32,707904.0,137.18,138.33,134.24
20260326,133.17,437771.0,135.3,137.64,132.58
20260327,133.0,437881.0,131.88,135.55,130.2
20260330,131.78,477567.0,130.1,132.8,128.4
20260331,128.83,364973.0,131.67,132.0,128.69
20260401,131.18,405631.0,131.74,132.58,130.33
20260402,128.2,394262.0,131.09,131.99,128.02
20260403,129.81,905010.0,128.8,134.59,128.56
20260407,130.8,392366.0,129.81,133.9,129.51
20260408,136.37,791631.0,133.04,136.48,132.89
20260409,134.66,573529.0,135.0,136.7,133.08
20260410,134.63,505464.0,135.0,136.58,134.5
20260413,136.5,632196.0,133.78,138.43,132.66
20260414,137.8,612157.0,136.64,138.98,136.64
20260415,142.1,1547387.0,138.74,146.97,137.63
20260416,141.78,1021194.0,140.71,141.86,137.51
20260417,146.8,1191418.0,141.2,147.88,140.22
20260420,143.82,1020649.0,146.14,146.8,142.66
20260421,141.36,617890.0,143.69,143.8,139.45
20260422,141.0,546924.0,140.0,142.16,138.88
20260423,135.9,702705.0,140.27,141.47,134.05
20260424,137.3,518183.0,135.9,138.8,133.69
20260427,139.38,588466.0,138.36,140.38,135.79
20260428,137.82,722732.0,138.0,142.4,136.01
20260429,138.91,681072.0,137.5,141.3,134.25
20260430,142.81,941500.0,139.01,143.8,139.01
20260506,145.45,161659503.0,143.62,148.2,143.62
20260507,146.97,154520005.0,146.0,148.0,144.1
20260508,152.74,239727288.0,146.0,153.86,144.21
20260511,158.72,333720291.0,153.01,160.99,151.21
20260512,153.66,212082879.0,158.0,158.0,151.58
20260513,155.0,246864115.0,152.0,157.99,149.0
20260514,162.62,368247951.0,155.0,165.99,151.0
20260515,161.77,185094330.0,160.0,165.0,159.0
20260518,157.79,194603726.0,156.02,161.89,155.0
20260519,159.77,190451268.0,158.29,160.8,154.13
20260520,161.2,226000596.0,159.0,164.89,157.28
20260521,149.3,272437093.0,161.5,162.96,147.93
20260522,150.79,145024008.0,148.3,151.38,146.0
20260525,153.79,138548201.0,151.0,154.95,148.99
20260526,147.3,177701757.0,152.66,153.13,143.0
20260527,144.09,113508303.0,147.45,152.0,143.07
