日期,收盘,成交额,开盘,最高,最低
20240313,37.06,175343.0,37.67,39.77,36.04
20240314,34.57,132023.0,35.22,37.47,34.27
20240315,34.58,118748.0,33.87,36.67,33.47
20240318,34.62,119033.0,36.46,37.57,34.53
20240319,32.17,113157.0,33.47,34.47,32.17
20240320,30.77,88483.0,31.57,31.57,30.47
20240321,30.43,69914.0,30.47,31.23,30.32
20240322,29.21,61819.0,30.17,30.27,29.09
20240325,29.02,47102.0,28.96,29.65,28.55
20240326,30.11,61595.0,29.18,30.11,28.75
20240327,29.67,72605.0,30.08,31.05,29.31
20240328,28.61,73575.0,28.67,29.17,26.76
20240329,27.36,57453.0,27.67,28.02,27.19
20240401,27.86,41452.0,27.41,27.97,27.39
20240402,27.96,39430.0,27.72,27.97,27.34
20240403,27.67,54287.0,28.47,29.17,27.55
20240408,25.72,45821.0,26.75,27.11,25.72
20240409,26.3,28300.0,25.68,26.35,25.53
20240410,26.28,37301.0,26.04,27.04,25.93
20240411,26.73,31121.0,26.01,26.81,25.66
20240412,28.19,77556.0,26.74,29.72,26.57
20240415,26.72,65096.0,29.27,30.17,26.51
20240416,22.11,56904.0,24.25,25.03,21.69
20240417,23.76,46616.0,22.65,23.94,22.65
20240418,24.17,39841.0,23.2,25.25,23.18
20240419,23.42,31799.0,23.68,24.02,23.03
20240422,23.77,29267.0,23.17,24.09,22.52
20240423,23.47,21085.0,23.67,23.86,23.27
20240424,23.87,25198.0,23.5,24.3,23.33
20240425,23.97,25247.0,23.85,24.2,23.53
20240426,24.05,28521.0,24.12,24.27,23.87
20240429,24.29,29563.0,23.98,24.63,23.87
20240430,23.92,24847.0,24.41,24.75,23.92
20240506,24.52,25147.0,24.06,24.72,24.06
20240507,24.54,22958.0,24.43,24.65,24.27
20240508,24.66,35152.0,24.43,25.33,24.02
20240509,24.75,28338.0,24.44,25.15,24.42
20240510,23.59,31438.0,24.75,24.86,23.57
20240513,23.26,15994.0,23.48,23.59,23.01
20240514,24.99,49465.0,23.27,25.87,23.27
20240515,26.38,72977.0,25.27,26.99,25.27
20240516,26.92,71764.0,25.49,27.27,25.49
20240517,32.37,154538.0,27.84,32.37,27.84
20240520,28.48,125745.0,29.69,30.06,28.35
20240521,27.77,94105.0,27.37,28.15,26.71
20240522,29.23,118128.0,27.92,30.0,27.5
20240523,30.07,117906.0,27.68,31.25,27.39
20240524,28.29,76309.0,29.25,29.61,27.97
20240527,27.07,59914.0,27.87,28.47,26.44
20240528,25.36,58380.0,26.68,26.82,25.29
20240529,25.55,43689.0,24.98,25.75,24.94
20240530,24.45,43336.0,25.27,25.36,24.41
20240531,25.33,43235.0,24.5,25.92,24.42
20240603,24.93,32109.0,25.27,25.71,24.27
20240604,26.78,74148.0,25.08,26.82,24.58
20240605,25.87,43963.0,26.18,26.25,25.49
20240606,23.82,46449.0,25.93,25.97,23.79
20240607,24.29,32077.0,23.93,24.45,23.26
20240611,24.07,24225.0,23.96,24.26,23.27
20240612,24.45,24464.0,23.87,24.57,23.87
20240613,25.1,37455.0,24.18,25.65,24.18
20240614,25.05,33195.0,25.1,25.44,24.49
20240617,24.5,24785.0,24.52,24.96,24.32
20240618,25.33,34153.0,24.27,25.4,24.27
20240619,25.25,34897.0,25.17,25.85,24.81
20240620,24.23,26340.0,24.88,25.24,24.22
20240621,24.01,16250.0,24.06,24.51,23.63
20240624,22.52,26707.0,23.58,24.01,22.41
20240625,22.74,15259.0,22.46,23.29,22.37
20240626,23.4,16752.0,22.48,23.5,22.32
20240627,23.0,16407.0,23.35,23.85,22.91
20240628,23.13,14101.0,22.88,23.56,22.86
20240701,23.6,16378.0,22.96,23.66,22.96
20240702,23.01,15906.0,23.48,23.48,22.86
20240703,22.16,18055.0,23.03,23.06,22.12
20240704,21.13,20466.0,22.17,22.34,21.02
20240705,21.08,14403.0,21.07,21.31,20.51
20240708,20.37,13791.0,21.02,21.06,20.24
20240709,20.64,16430.0,20.35,20.74,19.76
20240710,20.27,12588.0,20.56,20.81,20.19
20240711,21.25,20403.0,20.66,21.31,20.56
20240712,21.1,12710.0,21.21,21.4,20.91
20240715,20.56,11499.0,21.05,21.05,20.37
20240716,20.8,11105.0,20.71,20.84,20.28
20240717,21.42,26056.0,20.8,21.74,20.16
20240718,21.19,20947.0,21.02,21.66,20.88
20240719,21.17,13980.0,21.06,21.45,20.97
20240722,21.15,10051.0,21.18,21.28,20.88
20240723,20.66,13498.0,21.13,21.37,20.64
20240724,20.65,10770.0,20.33,21.01,20.33
20240725,20.77,12475.0,20.65,21.14,20.4
20240726,21.08,10906.0,20.77,21.17,20.77
20240729,21.5,16935.0,21.16,21.61,20.61
20240730,21.29,13816.0,21.3,21.49,21.02
20240731,22.07,31713.0,21.35,22.86,21.3
20240801,21.89,20414.0,21.98,22.26,21.78
20240802,21.41,14349.0,21.67,21.98,21.41
20240805,21.02,17296.0,21.19,21.79,20.95
20240806,21.4,15109.0,21.1,21.51,21.1
20240807,21.24,11380.0,21.4,21.6,21.11
20240808,20.56,14421.0,21.16,21.25,20.43
20240809,20.58,12622.0,20.71,21.31,20.56
20240812,20.04,14545.0,20.56,20.69,19.87
20240813,20.26,8507.0,20.11,20.26,19.88
20240814,20.2,7639.0,20.26,20.5,20.15
20240815,20.12,9326.0,20.11,20.35,19.79
20240816,20.4,10557.0,20.12,20.47,20.06
20240819,19.58,15686.0,20.36,20.43,19.57
20240820,19.37,9692.0,19.55,19.69,19.35
20240821,18.84,13511.0,19.35,19.41,18.77
20240822,18.3,13261.0,18.85,18.89,18.28
20240823,17.99,10709.0,18.32,18.33,17.95
20240826,18.29,9038.0,18.0,18.5,18.0
20240827,18.11,7664.0,18.3,18.36,17.95
20240828,18.33,6601.0,18.1,18.41,18.01
20240829,18.5,7946.0,18.25,18.64,18.18
20240830,18.72,14883.0,18.48,19.29,18.4
20240902,18.47,10947.0,18.59,19.04,18.4
20240903,18.56,7248.0,18.37,18.85,18.34
20240904,18.65,7338.0,18.44,18.78,18.39
20240905,18.71,10096.0,18.59,18.97,18.56
20240906,18.06,11370.0,18.71,18.8,18.06
20240909,18.2,6970.0,18.08,18.26,17.76
