date,code,name,close_price,total_score
20260519,002906,华阳集团,30.6,22.41
20260520,002906,华阳集团,30.43,22.33
20260521,002906,华阳集团,31.5,43.41
20260522,002906,华阳集团,32.06,43.41
20260525,002906,华阳集团,32.17,34.25
20260512,002911,佛燃能源,11.91,20.5
20260513,002911,佛燃能源,11.92,20.49
20260514,002911,佛燃能源,12.06,22.46
20260515,002911,佛燃能源,11.95,21.09
20260518,002911,佛燃能源,11.95,25.49
20260519,002911,佛燃能源,12.2,28.42
20260520,002911,佛燃能源,12.23,29.42
20260521,002911,佛燃能源,11.78,20.83
20260522,002911,佛燃能源,11.62,20.23
20260525,002911,佛燃能源,11.64,20.27
20260512,002913,奥士康,57.74,34.84
20260513,002913,奥士康,57.57,32.64
20260514,002913,奥士康,54.1,28.91
20260515,002913,奥士康,52.95,16.93
20260518,002913,奥士康,51.18,16.57
20260519,002913,奥士康,53.31,20.43
20260520,002913,奥士康,53.86,21.41
20260521,002913,奥士康,52.53,17.94
20260522,002913,奥士康,56.06,22.04
20260525,002913,奥士康,57.13,29.45
20260512,002916,深南电路,329.79,69.85
20260513,002916,深南电路,348.5,71.07
20260514,002916,深南电路,331.36,68.74
20260515,002916,深南电路,331.27,69.34
20260518,002916,深南电路,335.92,63.32
20260519,002916,深南电路,332.3,62.83
20260520,002916,深南电路,333.88,58.83
20260521,002916,深南电路,343.88,60.39
20260522,002916,深南电路,378.27,64.29
20260525,002916,深南电路,400.0,61.29
20260512,002920,德赛西威,103.92,31.69
20260513,002920,德赛西威,106.1,44.34
20260514,002920,德赛西威,103.31,36.2
20260515,002920,德赛西威,106.82,43.12
20260518,002920,德赛西威,103.74,26.79
20260519,002920,德赛西威,102.65,27.22
20260520,002920,德赛西威,96.47,35.37
20260521,002920,德赛西威,106.12,44.94
20260522,002920,德赛西威,110.5,45.54
20260525,002920,德赛西威,108.32,34.89
20260512,002925,盈趣科技,20.36,40.6
20260513,002925,盈趣科技,21.28,43.9
20260514,002925,盈趣科技,20.8,36.95
20260515,002925,盈趣科技,20.96,30.93
20260518,002925,盈趣科技,20.67,29.77
20260519,002925,盈趣科技,20.97,35.73
20260520,002925,盈趣科技,20.75,28.56
20260521,002925,盈趣科技,20.12,31.03
20260522,002925,盈趣科技,20.59,31.63
20260525,002925,盈趣科技,20.99,38.73
20260512,002928,华夏航空,8.16,40.1
20260513,002928,华夏航空,8.22,43.1
20260514,002928,华夏航空,7.99,37.5
20260515,002928,华夏航空,7.8,26.9
20260518,002928,华夏航空,7.41,29.0
20260519,002928,华夏航空,7.49,29.5
20260520,002928,华夏航空,7.3,28.5
20260521,002928,华夏航空,7.37,31.5
20260522,002928,华夏航空,7.18,31.5
20260525,002928,华夏航空,7.73,43.9
20260512,002929,润建股份,79.8,30.83
20260513,002929,润建股份,87.78,39.92
20260514,002929,润建股份,86.9,39.42
20260515,002929,润建股份,93.18,35.31
20260518,002929,润建股份,95.99,31.31
20260519,002929,润建股份,97.78,32.9
20260520,002929,润建股份,88.0,30.92
20260521,002929,润建股份,80.84,28.33
20260522,002929,润建股份,84.33,27.83
20260525,002929,润建股份,89.2,20.01
20260512,002936,郑州银行,1.82,18.48
20260513,002936,郑州银行,1.82,20.48
20260514,002936,郑州银行,1.81,19.48
20260515,002936,郑州银行,1.81,24.48
20260518,002936,郑州银行,1.77,16.28
20260519,002936,郑州银行,1.79,20.48
20260520,002936,郑州银行,1.77,17.48
20260521,002936,郑州银行,1.77,23.48
20260522,002936,郑州银行,1.77,25.28
20260525,002936,郑州银行,1.77,26.48
20260512,002938,鹏鼎控股,79.3,46.67
20260513,002938,鹏鼎控股,87.23,50.44
20260514,002938,鹏鼎控股,84.17,51.43
20260515,002938,鹏鼎控股,87.59,44.23
20260518,002938,鹏鼎控股,89.23,42.79
20260519,002938,鹏鼎控股,94.12,44.27
20260520,002938,鹏鼎控股,90.22,46.37
20260521,002938,鹏鼎控股,94.48,41.97
20260522,002938,鹏鼎控股,103.93,49.67
20260525,002938,鹏鼎控股,114.32,39.9
20260512,002941,新疆交建,13.75,11.56
20260513,002941,新疆交建,13.71,14.57
20260514,002941,新疆交建,13.29,16.66
20260515,002941,新疆交建,13.36,13.64
20260518,002941,新疆交建,13.05,9.72
20260519,002941,新疆交建,13.14,14.69
20260520,002941,新疆交建,13.84,21.54
20260521,002941,新疆交建,13.48,16.62
20260522,002941,新疆交建,13.39,16.02
20260525,002941,新疆交建,13.18,16.58
20260512,002946,新乳业,18.1,35.64
20260513,002946,新乳业,18.22,35.22
20260514,002946,新乳业,18.1,32.54
20260515,002946,新乳业,18.1,37.54
20260518,002946,新乳业,17.59,31.62
20260519,002946,新乳业,17.59,37.62
20260520,002946,新乳业,17.5,32.94
20260521,002946,新乳业,17.2,33.59
20260522,002946,新乳业,16.71,32.59
20260525,002946,新乳业,16.88,36.64
20260512,002947,恒铭达,82.72,54.76
20260513,002947,恒铭达,84.02,50.74
20260514,002947,恒铭达,82.41,48.76
20260515,002947,恒铭达,83.56,45.75
20260518,002947,恒铭达,86.84,53.5
20260519,002947,恒铭达,89.54,60.17
20260520,002947,恒铭达,94.27,64.11
20260521,002947,恒铭达,89.37,60.47
20260522,002947,恒铭达,89.4,62.57
20260525,002947,恒铭达,98.34,53.57
20260512,002948,青岛银行,5.71,45.11
20260513,002948,青岛银行,5.81,49.03
20260514,002948,青岛银行,5.91,52.16
20260515,002948,青岛银行,5.7,49.51
20260518,002948,青岛银行,5.57,40.51
20260519,002948,青岛银行,5.66,42.64
20260520,002948,青岛银行,5.64,41.76
20260521,002948,青岛银行,5.68,43.53
20260522,002948,青岛银行,5.67,46.33
20260525,002948,青岛银行,5.63,42.77
20260513,002949,华利集团,14.68,21.87
20260514,002949,华利集团,14.29,18.95
20260515,002949,华利集团,14.41,13.93
20260518,002949,华利集团,14.27,12.35
20260519,002949,华利集团,14.07,10.19
20260520,002949,华利集团,13.99,8.21
20260521,002949,华利集团,13.42,7.83
20260522,002949,华利集团,13.75,7.23
20260525,002949,华利集团,13.6,9.09
20260512,002960,青鸟智控,10.25,14.02
20260513,002960,青鸟智控,10.16,17.04
20260514,002960,青鸟智控,10.04,18.68
20260515,002960,青鸟智控,10.06,22.67
20260518,002960,青鸟智控,9.99,19.09
20260519,002960,青鸟智控,10.18,21.64
20260520,002960,青鸟智控,10.0,18.69
20260521,002960,青鸟智控,9.44,19.27
20260522,002960,青鸟智控,9.53,18.67
20260525,002960,青鸟智控,9.35,16.3
20260512,002965,祥鑫科技,35.29,20.9
20260513,002965,祥鑫科技,35.55,22.9
20260514,002965,祥鑫科技,34.69,22.32
20260515,002965,祥鑫科技,36.2,19.87
20260518,002965,祥鑫科技,35.07,16.31
20260519,002965,祥鑫科技,36.78,16.46
20260520,002965,祥鑫科技,36.29,19.47
20260521,002965,祥鑫科技,38.07,23.42
20260522,002965,祥鑫科技,37.48,22.42
20260525,002965,祥鑫科技,36.79,19.46
20260512,002967,广电计量,21.9,53.6
20260513,002967,广电计量,22.24,55.77
20260514,002967,广电计量,22.35,53.56
20260515,002967,广电计量,22.24,48.17
20260518,002967,广电计量,22.12,40.78
20260519,002967,广电计量,22.44,45.55
20260520,002967,广电计量,21.93,36.89
20260521,002967,广电计量,21.47,38.43
20260522,002967,广电计量,22.05,40.03
20260525,002967,广电计量,22.36,50.86
20260512,002978,安宁股份,31.34,15.5
20260513,002978,安宁股份,32.0,18.47
20260514,002978,安宁股份,30.78,16.14
20260515,002978,安宁股份,30.4,10.56
20260518,002978,安宁股份,29.21,10.24
20260519,002978,安宁股份,28.95,9.86
20260520,002978,安宁股份,28.64,9.68
20260521,002978,安宁股份,27.99,9.83
20260522,002978,安宁股份,28.66,9.53
20260525,002978,安宁股份,28.44,10.5
20260512,002979,雷赛智能,53.61,59.74
20260513,002979,雷赛智能,52.96,57.75
20260514,002979,雷赛智能,54.36,57.73
20260515,002979,雷赛智能,59.8,64.65
20260518,002979,雷赛智能,65.09,60.58
20260519,002979,雷赛智能,66.39,57.76
20260520,002979,雷赛智能,63.15,62.0
20260521,002979,雷赛智能,62.81,59.11
20260522,002979,雷赛智能,61.03,60.71
20260525,002979,雷赛智能,61.1,44.33
20260512,002984,森麒麟,16.13,10.91
20260513,002984,森麒麟,16.17,15.91
20260514,002984,森麒麟,15.96,14.52
20260515,002984,森麒麟,15.97,16.92
20260518,002984,森麒麟,15.71,11.13
20260519,002984,森麒麟,15.76,14.12
20260520,002984,森麒麟,15.39,11.14
20260521,002984,森麒麟,15.6,13.53
20260522,002984,森麒麟,15.63,13.53
20260525,002984,森麒麟,15.43,14.54
20260512,002985,北摩高科,34.8,26.73
20260513,002985,北摩高科,35.34,27.72
20260514,002985,北摩高科,33.91,24.75
20260515,002985,北摩高科,33.79,22.75
20260518,002985,北摩高科,33.24,21.76
20260519,002985,北摩高科,33.17,21.76
20260520,002985,北摩高科,32.9,19.37
20260521,002985,北摩高科,32.33,21.38
20260522,002985,北摩高科,32.48,20.78
20260525,002985,北摩高科,32.93,23.77
20260512,002987,京北方,15.21,19.05
20260513,002987,京北方,15.48,19.0
20260514,002987,京北方,15.12,14.27
20260515,002987,京北方,15.35,13.43
20260518,002987,京北方,15.12,9.87
20260519,002987,京北方,15.3,18.54
20260520,002987,京北方,12.63,12.72
20260521,002987,京北方,12.55,9.74
20260522,002987,京北方,12.41,9.14
20260525,002987,京北方,12.34,9.19
20260512,002993,奥海科技,53.3,30.47
20260513,002993,奥海科技,58.63,33.07
20260514,002993,奥海科技,58.7,28.66
20260515,002993,奥海科技,60.44,29.81
20260518,002993,奥海科技,59.18,31.65
20260519,002993,奥海科技,57.78,29.2
20260520,002993,奥海科技,61.68,30.87
20260521,002993,奥海科技,62.02,34.35
20260522,002993,奥海科技,68.22,38.25
20260525,002993,奥海科技,69.0,31.16
20260512,003004,*ST声迅,40.79,59.9
20260513,003004,*ST声迅,40.0,62.9
20260514,003004,*ST声迅,40.1,58.9
20260515,003004,*ST声迅,38.79,58.9
20260518,003004,*ST声迅,41.03,56.3
20260519,003004,*ST声迅,0.0,35.9
20260520,003004,*ST声迅,45.13,68.8
20260521,003004,*ST声迅,49.64,65.5
20260522,003004,*ST声迅,49.8,64.9
20260525,003004,*ST声迅,49.76,56.9
20260512,003006,百亚股份,17.39,21.63
20260513,003006,百亚股份,17.46,28.42
20260514,003006,百亚股份,17.15,23.47
20260515,003006,百亚股份,16.62,22.77
20260518,003006,百亚股份,16.33,21.43
20260519,003006,百亚股份,16.2,21.46
20260520,003006,百亚股份,15.89,23.92
20260521,003006,百亚股份,15.59,17.78
20260522,003006,百亚股份,15.46,17.78
20260525,003006,百亚股份,15.57,23.99
20260512,003012,东鹏控股,5.66,17.88
20260513,003012,东鹏控股,5.57,17.98
20260514,003012,东鹏控股,5.5,18.05
20260515,003012,东鹏控股,5.48,15.08
20260518,003012,东鹏控股,5.35,14.22
20260519,003012,东鹏控股,5.48,17.08
20260520,003012,东鹏控股,5.48,17.08
20260521,003012,东鹏控股,5.36,13.21
20260522,003012,东鹏控股,5.32,12.61
20260525,003012,东鹏控股,5.39,22.58
20260512,003039,顺控发展,14.46,32.02
20260513,003039,顺控发展,14.49,35.01
20260514,003039,顺控发展,14.19,30.68
20260515,003039,顺控发展,14.16,27.08
20260518,003039,顺控发展,13.88,28.15
20260519,003039,顺控发展,13.94,30.13
20260520,003039,顺控发展,13.54,24.83
20260521,003039,顺控发展,13.27,24.3
20260522,003039,顺控发展,13.37,24.3
20260525,003039,顺控发展,13.24,27.41
20260512,003816,中国广核,4.77,40.89
20260513,003816,中国广核,4.83,44.94
20260514,003816,中国广核,4.76,41.79
20260515,003816,中国广核,4.81,40.76
20260518,003816,中国广核,4.8,38.86
20260519,003816,中国广核,4.89,41.8
20260520,003816,中国广核,4.58,31.74
20260521,003816,中国广核,4.4,24.29
20260522,003816,中国广核,4.47,24.89
20260525,003816,中国广核,4.56,25.35
20260512,300007,汉威科技,45.67,39.8
20260513,300007,汉威科技,45.87,37.8
20260514,300007,汉威科技,44.18,35.41
20260515,300007,汉威科技,47.82,35.59
20260518,300007,汉威科技,48.5,42.79
20260519,300007,汉威科技,50.66,45.18
20260520,300007,汉威科技,48.98,48.38
20260521,300007,汉威科技,50.68,45.18
20260522,300007,汉威科技,50.81,45.98
20260525,300007,汉威科技,49.95,38.98
20260512,300008,天海防务,7.85,37.14
20260513,300008,天海防务,7.99,38.12
20260514,300008,天海防务,7.55,34.37
20260515,300008,天海防务,7.57,36.57
20260518,300008,天海防务,7.4,29.78
20260519,300008,天海防务,7.43,36.18
20260520,300008,天海防务,7.25,33.0
20260521,300008,天海防务,6.99,36.44
20260522,300008,天海防务,7.03,37.64
20260525,300008,天海防务,6.91,30.45
20260512,300009,安科生物,8.91,18.68
20260513,300009,安科生物,8.92,22.68
20260514,300009,安科生物,8.72,17.37
20260515,300009,安科生物,8.7,14.37
20260518,300009,安科生物,8.48,11.47
20260519,300009,安科生物,8.5,19.46
20260520,300009,安科生物,8.31,12.55
20260521,300009,安科生物,8.26,12.68
20260522,300009,安科生物,8.19,12.68
20260525,300009,安科生物,8.39,17.32
20260512,300014,亿纬锂能,68.09,40.89
20260513,300014,亿纬锂能,68.5,45.88
20260514,300014,亿纬锂能,65.3,42.22
20260515,300014,亿纬锂能,65.69,47.21
20260518,300014,亿纬锂能,65.13,42.52
20260519,300014,亿纬锂能,65.5,42.81
20260520,300014,亿纬锂能,66.56,46.6
20260521,300014,亿纬锂能,63.95,42.93
20260522,300014,亿纬锂能,64.38,43.73
20260525,300014,亿纬锂能,63.21,38.64
20260512,300015,爱尔眼科,10.56,28.88
20260513,300015,爱尔眼科,10.89,38.53
20260514,300015,爱尔眼科,10.78,35.35
20260515,300015,爱尔眼科,10.73,42.75
20260518,300015,爱尔眼科,10.19,29.05
20260519,300015,爱尔眼科,9.88,28.01
20260520,300015,爱尔眼科,9.47,25.0
20260521,300015,爱尔眼科,9.36,28.83
20260522,300015,爱尔眼科,9.18,28.93
20260525,300015,爱尔眼科,9.34,24.23
20260512,300026,红日药业,3.4,19.94
20260513,300026,红日药业,3.41,21.94
20260514,300026,红日药业,3.35,18.85
20260515,300026,红日药业,3.35,21.65
20260518,300026,红日药业,3.31,19.65
20260519,300026,红日药业,3.34,21.95
20260520,300026,红日药业,3.29,18.96
20260521,300026,红日药业,3.27,20.06
20260522,300026,红日药业,3.27,19.96
20260525,300026,红日药业,3.26,19.96
20260512,300031,宝通科技,23.85,49.64
20260513,300031,宝通科技,23.7,49.64
20260514,300031,宝通科技,22.9,48.47
20260515,300031,宝通科技,24.07,41.83
20260518,300031,宝通科技,24.7,52.81
20260519,300031,宝通科技,26.69,58.15
20260520,300031,宝通科技,26.8,61.75
20260521,300031,宝通科技,26.0,59.17
20260522,300031,宝通科技,25.68,58.77
20260525,300031,宝通科技,25.5,52.78
20260512,300033,同花顺,251.92,61.3
20260513,300033,同花顺,250.98,58.81
20260514,300033,同花顺,237.0,53.57
20260515,300033,同花顺,237.75,52.06
20260518,300033,同花顺,228.0,43.69
20260519,300033,同花顺,228.08,43.78
20260520,300033,同花顺,226.9,42.4
20260521,300033,同花顺,236.2,53.78
20260522,300033,同花顺,226.87,54.38
20260525,300033,同花顺,234.68,54.8
20260512,300034,钢研高纳,20.73,41.03
20260513,300034,钢研高纳,21.02,40.12
20260514,300034,钢研高纳,20.2,37.24
20260515,300034,钢研高纳,20.33,33.23
20260518,300034,钢研高纳,19.96,31.24
20260519,300034,钢研高纳,19.82,32.14
20260520,300034,钢研高纳,19.6,31.15
20260521,300034,钢研高纳,19.48,31.35
20260522,300034,钢研高纳,20.02,31.95
20260525,300034,钢研高纳,20.17,38.54
20260512,300035,中科电气,20.12,17.38
20260513,300035,中科电气,20.19,26.37
20260514,300035,中科电气,19.34,24.88
20260515,300035,中科电气,19.5,23.25
20260518,300035,中科电气,18.77,18.35
20260519,300035,中科电气,19.1,17.31
20260520,300035,中科电气,19.87,21.81
20260521,300035,中科电气,19.34,18.28
20260522,300035,中科电气,19.41,18.88
20260525,300035,中科电气,18.39,19.01
20260512,300036,超图软件,15.21,21.96
20260513,300036,超图软件,15.49,24.96
20260514,300036,超图软件,14.88,20.77
20260515,300036,超图软件,14.75,13.78
20260518,300036,超图软件,14.75,16.18
20260519,300036,超图软件,15.1,19.67
20260520,300036,超图软件,14.66,17.38
20260521,300036,超图软件,14.25,15.39
20260522,300036,超图软件,14.29,14.79
20260525,300036,超图软件,14.48,18.28
20260512,300045,华力创通,23.19,38.45
20260513,300045,华力创通,25.56,48.45
20260514,300045,华力创通,24.4,41.65
20260515,300045,华力创通,24.66,41.85
20260518,300045,华力创通,24.55,36.25
20260519,300045,华力创通,24.26,35.65
20260520,300045,华力创通,23.56,22.65
20260521,300045,华力创通,22.19,23.65
20260522,300045,华力创通,22.45,24.25
20260525,300045,华力创通,22.47,25.45
20260512,300047,天源迪科,12.66,32.68
20260513,300047,天源迪科,12.88,33.67
20260514,300047,天源迪科,12.28,30.48
20260515,300047,天源迪科,12.46,29.68
20260518,300047,天源迪科,12.47,29.08
20260519,300047,天源迪科,13.12,43.17
20260520,300047,天源迪科,12.68,36.28
20260521,300047,天源迪科,12.21,28.29
20260522,300047,天源迪科,12.13,28.89
20260525,300047,天源迪科,12.83,39.07
20260512,300049,福瑞医科,56.03,33.4
20260513,300049,福瑞医科,57.73,40.18
20260514,300049,福瑞医科,55.74,36.6
20260515,300049,福瑞医科,55.17,29.6
20260518,300049,福瑞医科,56.68,23.59
20260519,300049,福瑞医科,58.4,34.17
20260520,300049,福瑞医科,58.05,28.18
20260521,300049,福瑞医科,56.63,26.39
20260522,300049,福瑞医科,54.82,27.59
20260525,300049,福瑞医科,52.07,19.74
20260512,300059,东方财富,21.27,50.49
20260513,300059,东方财富,21.08,51.3
20260514,300059,东方财富,20.18,50.14
20260515,300059,东方财富,20.14,46.34
20260518,300059,东方财富,19.77,37.96
20260519,300059,东方财富,19.9,42.16
20260520,300059,东方财富,19.67,37.97
20260521,300059,东方财富,19.98,47.75
20260522,300059,东方财富,19.5,52.25
20260525,300059,东方财富,19.87,49.96
20260512,300065,海兰信,25.15,12.6
20260513,300065,海兰信,24.85,10.0
20260514,300065,海兰信,23.33,9.6
20260515,300065,海兰信,24.3,14.4
20260518,300065,海兰信,25.16,13.4
20260519,300065,海兰信,24.69,10.2
20260520,300065,海兰信,24.8,11.0
20260521,300065,海兰信,23.45,15.0
20260522,300065,海兰信,24.71,15.0
20260525,300065,海兰信,24.52,11.8
20260512,300075,数字政通,14.4,40.12
20260513,300075,数字政通,14.27,42.12
20260514,300075,数字政通,13.63,37.12
20260515,300075,数字政通,13.87,33.12
20260518,300075,数字政通,14.04,33.72
20260519,300075,数字政通,14.11,38.42
20260520,300075,数字政通,13.73,41.12
20260521,300075,数字政通,13.27,33.12
20260522,300075,数字政通,13.26,33.72
20260525,300075,数字政通,13.51,34.72
20260512,300077,国民技术,25.03,49.14
20260513,300077,国民技术,25.93,47.14
20260514,300077,国民技术,25.25,46.04
20260515,300077,国民技术,25.67,39.94
20260518,300077,国民技术,27.64,48.94
20260519,300077,国民技术,28.39,54.14
20260520,300077,国民技术,27.91,59.44
20260521,300077,国民技术,26.06,51.34
20260522,300077,国民技术,26.31,54.34
20260525,300077,国民技术,26.47,39.14
20260512,300079,数码视讯,5.95,40.37
20260513,300079,数码视讯,5.9,39.38
20260514,300079,数码视讯,5.75,34.4
20260515,300079,数码视讯,5.81,32.49
20260518,300079,数码视讯,5.77,26.49
20260519,300079,数码视讯,5.89,28.78
20260520,300079,数码视讯,5.69,29.3
20260521,300079,数码视讯,5.66,24.21
20260522,300079,数码视讯,5.74,26.01
20260525,300079,数码视讯,5.63,23.81
20260512,300080,易成新能,4.44,1.9
20260513,300080,易成新能,4.5,4.9
20260514,300080,易成新能,5.01,16.6
20260515,300080,易成新能,4.82,21.8
20260518,300080,易成新能,4.71,14.6
20260519,300080,易成新能,4.74,17.6
20260520,300080,易成新能,4.45,8.0
20260521,300080,易成新能,4.16,4.6
20260522,300080,易成新能,4.26,4.0
20260525,300080,易成新能,4.18,1.4
20260512,300083,创世纪,10.18,28.48
20260513,300083,创世纪,10.13,30.48
20260514,300083,创世纪,10.53,27.48
20260515,300083,创世纪,11.89,46.58
20260518,300083,创世纪,11.82,44.08
20260519,300083,创世纪,11.55,41.58
20260520,300083,创世纪,11.23,41.18
20260521,300083,创世纪,10.86,36.78
20260522,300083,创世纪,10.94,38.18
20260525,300083,创世纪,10.67,25.08
20260512,300085,银之杰,42.42,42.26
20260513,300085,银之杰,42.69,41.46
20260514,300085,银之杰,41.8,39.66
20260515,300085,银之杰,40.47,34.66
20260518,300085,银之杰,38.84,28.86
20260519,300085,银之杰,41.38,29.66
20260520,300085,银之杰,41.62,36.46
20260521,300085,银之杰,40.87,30.66
20260522,300085,银之杰,40.0,32.26
20260525,300085,银之杰,39.51,35.26
20260512,300087,荃银高科,8.37,31.67
20260513,300087,荃银高科,8.43,33.67
20260514,300087,荃银高科,8.32,34.67
20260515,300087,荃银高科,8.15,32.07
20260518,300087,荃银高科,7.9,30.47
20260519,300087,荃银高科,7.91,30.47
20260520,300087,荃银高科,7.7,27.07
20260521,300087,荃银高科,7.45,29.07
20260522,300087,荃银高科,7.55,29.07
20260525,300087,荃银高科,7.43,27.97
20260512,300088,长信科技,7.26,38.59
20260513,300088,长信科技,7.52,41.24
20260514,300088,长信科技,7.27,36.19
20260515,300088,长信科技,7.23,22.69
20260518,300088,长信科技,7.21,20.6
20260519,300088,长信科技,7.15,24.11
20260520,300088,长信科技,7.02,21.73
20260521,300088,长信科技,7.09,22.12
20260522,300088,长信科技,7.19,21.82
20260525,300088,长信科技,7.37,25.87
20260512,300098,高新兴,6.21,51.62
20260513,300098,高新兴,6.11,51.62
20260514,300098,高新兴,5.88,49.02
20260515,300098,高新兴,6.0,42.62
20260518,300098,高新兴,5.91,36.82
20260519,300098,高新兴,6.0,34.82
20260520,300098,高新兴,5.91,37.82
20260521,300098,高新兴,5.73,41.32
20260522,300098,高新兴,5.82,43.32
20260525,300098,高新兴,5.83,40.62
20260512,300101,振芯科技,20.94,16.4
20260513,300101,振芯科技,21.19,15.4
20260514,300101,振芯科技,20.07,7.4
20260515,300101,振芯科技,20.3,5.4
20260518,300101,振芯科技,20.21,2.0
20260519,300101,振芯科技,20.41,11.4
20260520,300101,振芯科技,20.32,8.4
20260521,300101,振芯科技,19.2,7.0
20260522,300101,振芯科技,19.26,6.4
20260525,300101,振芯科技,19.19,0.4
20260512,300102,乾照光电,32.09,13.51
20260513,300102,乾照光电,32.29,14.51
20260514,300102,乾照光电,30.27,10.33
20260515,300102,乾照光电,28.92,8.35
20260518,300102,乾照光电,28.26,4.95
20260519,300102,乾照光电,28.55,7.95
20260520,300102,乾照光电,28.1,8.96
20260521,300102,乾照光电,26.81,15.87
20260522,300102,乾照光电,27.16,15.47
20260525,300102,乾照光电,27.32,8.37
20260512,300113,顺网科技,29.04,44.65
20260513,300113,顺网科技,30.0,48.32
20260514,300113,顺网科技,28.01,40.98
20260515,300113,顺网科技,27.8,28.88
20260518,300113,顺网科技,27.03,24.81
20260519,300113,顺网科技,27.88,31.38
20260520,300113,顺网科技,26.42,24.03
20260521,300113,顺网科技,25.16,25.87
20260522,300113,顺网科技,25.66,26.67
20260525,300113,顺网科技,25.95,26.04
20260512,300119,瑞普生物,17.75,27.02
20260513,300119,瑞普生物,17.91,31.99
20260514,300119,瑞普生物,17.52,27.16
20260515,300119,瑞普生物,17.39,22.98
20260518,300119,瑞普生物,17.25,16.61
20260519,300119,瑞普生物,17.17,16.02
20260520,300119,瑞普生物,16.99,14.15
20260521,300119,瑞普生物,16.78,17.39
20260522,300119,瑞普生物,16.49,16.99
20260525,300119,瑞普生物,16.27,15.79
20260512,300122,智飞生物,15.8,26.13
20260513,300122,智飞生物,15.6,24.13
20260514,300122,智飞生物,15.09,22.33
20260515,300122,智飞生物,15.13,17.33
20260518,300122,智飞生物,14.8,11.33
20260519,300122,智飞生物,14.93,14.43
20260520,300122,智飞生物,14.74,10.23
20260521,300122,智飞生物,14.49,12.23
20260522,300122,智飞生物,14.06,13.23
20260525,300122,智飞生物,13.69,9.83
20260512,300124,汇川技术,75.45,42.45
20260513,300124,汇川技术,76.46,38.73
20260514,300124,汇川技术,74.42,33.56
20260515,300124,汇川技术,79.86,40.27
20260518,300124,汇川技术,77.36,31.31
20260519,300124,汇川技术,77.8,33.51
20260520,300124,汇川技术,76.76,33.42
20260521,300124,汇川技术,77.77,35.51
20260522,300124,汇川技术,78.99,34.81
20260525,300124,汇川技术,78.83,40.49
20260512,300127,银河磁体,32.17,47.38
20260513,300127,银河磁体,32.48,48.35
20260514,300127,银河磁体,31.59,42.62
20260515,300127,银河磁体,32.83,50.33
20260518,300127,银河磁体,31.75,45.41
20260519,300127,银河磁体,31.45,39.63
20260520,300127,银河磁体,31.43,39.24
20260521,300127,银河磁体,30.53,38.71
20260522,300127,银河磁体,31.43,39.31
20260525,300127,银河磁体,31.51,43.63
20260512,300130,新国都,22.86,21.72
20260513,300130,新国都,23.01,26.71
20260514,300130,新国都,22.27,23.89
20260515,300130,新国都,22.48,21.87
20260518,300130,新国都,21.85,13.35
20260519,300130,新国都,22.5,19.87
20260520,300130,新国都,23.5,33.85
20260521,300130,新国都,23.61,33.94
20260522,300130,新国都,24.34,34.34
20260525,300130,新国都,24.9,35.21
20260512,300131,英唐智控,19.01,43.94
20260513,300131,英唐智控,20.32,41.24
20260514,300131,英唐智控,21.25,41.44
20260515,300131,英唐智控,21.16,47.34
20260518,300131,英唐智控,21.75,39.34
20260519,300131,英唐智控,22.94,39.44
20260520,300131,英唐智控,22.79,48.44
20260521,300131,英唐智控,19.88,23.04
20260522,300131,英唐智控,19.8,25.64
20260525,300131,英唐智控,20.1,27.14
20260512,300133,华策影视,10.07,47.96
20260513,300133,华策影视,10.63,45.45
20260514,300133,华策影视,10.02,46.46
20260515,300133,华策影视,9.72,45.47
20260518,300133,华策影视,9.66,36.37
20260519,300133,华策影视,9.5,24.97
20260520,300133,华策影视,9.2,28.08
20260521,300133,华策影视,8.78,22.39
20260522,300133,华策影视,9.43,23.69
20260525,300133,华策影视,9.14,21.18
20260512,300134,大富科技,11.73,29.56
20260513,300134,大富科技,11.85,31.16
20260514,300134,大富科技,11.59,24.76
20260515,300134,大富科技,11.61,19.56
20260518,300134,大富科技,11.54,16.56
20260519,300134,大富科技,11.77,25.46
20260520,300134,大富科技,11.48,19.36
20260521,300134,大富科技,10.94,17.86
20260522,300134,大富科技,11.17,18.36
20260525,300134,大富科技,11.17,20.46
20260512,300144,宋城演艺,7.42,19.1
20260513,300144,宋城演艺,7.36,21.13
20260514,300144,宋城演艺,7.2,20.03
20260515,300144,宋城演艺,7.19,17.94
20260518,300144,宋城演艺,7.15,16.57
20260519,300144,宋城演艺,7.2,20.33
20260520,300144,宋城演艺,7.03,18.74
20260521,300144,宋城演艺,6.88,16.65
20260522,300144,宋城演艺,6.85,16.75
20260525,300144,宋城演艺,6.79,14.81
20260512,300146,汤臣倍健,10.55,24.15
20260513,300146,汤臣倍健,10.55,25.15
20260514,300146,汤臣倍健,10.31,20.48
20260515,300146,汤臣倍健,10.27,23.51
20260518,300146,汤臣倍健,10.06,17.73
20260519,300146,汤臣倍健,10.15,21.67
20260520,300146,汤臣倍健,10.04,18.74
20260521,300146,汤臣倍健,9.99,18.77
20260522,300146,汤臣倍健,9.9,19.57
20260525,300146,汤臣倍健,9.74,18.52
20260512,300151,昌红科技,19.82,41.07
20260513,300151,昌红科技,19.64,42.27
20260514,300151,昌红科技,19.92,39.66
20260515,300151,昌红科技,19.87,36.67
20260518,300151,昌红科技,20.85,38.63
