code,name,关注度,单日涨跌幅,股息率,今年相对大盘强弱,财报,5日涨跌幅,行业相对强弱,新闻,资金流向,total_score
000938,紫光股份,6.9,4,0.4,10,20.0,8,7.4,4.0,9,69.7
600183,生益科技,7.0,2,1.59,10,18.75,10,10.0,4.0,5,68.34
603986,兆易创新,6.9,2,0.37,10,20.0,10,10.0,4.0,5,68.27
001309,德明利,6.5,6,0.11,10,20.0,10,10.0,0.0,4,66.61
002384,东山精密,7.0,1,0.0,10,20.0,6,10.0,3.5,9,66.5
300666,江丰电子,4.7,1,0.36,10,18.26,10,8.8,4.0,8,65.12
300657,弘信电子,4.0,5,0.0,10,14.1,10,10.0,10.0,2,65.1
688012,中微公司,4.9,0,0.15,10,20.0,10,10.0,2.0,8,65.05
301371,敷尔佳,1.0,4,4.63,10,20.0,8,8.4,1.0,8,65.03
600522,中天科技,6.9,2,1.17,10,20.0,6,10.0,3.5,5,64.57
688127,蓝特光学,1.8,2,0.61,10,20.0,8,9.6,2.0,10,64.01
300661,圣邦股份,4.3,1,0.36,10,20.0,8,10.0,1.0,9,63.66
603083,剑桥科技,6.3,0,0.28,10,20.0,8,10.0,2.0,7,63.58
600584,长电科技,6.6,1,0.33,10,15.34,10,10.0,2.0,8,63.27
688549,中巨芯,1.0,8,0.0,10,19.55,10,10.0,3.5,1,63.05
688409,富创精密,1.0,2,0.0,10,20.0,10,10.0,2.0,8,63.0
002008,大族激光,6.7,4,0.29,10,20.0,6,10.0,1.0,5,62.99
688700,东威科技,2.0,2,0.54,10,19.0,10,8.4,2.0,9,62.94
688200,华峰测控,1.8,1,0.55,10,18.56,10,10.0,2.0,9,62.91
002916,深南电路,6.4,4,1.44,10,18.99,6,6.0,2.0,8,62.83
300475,香农芯创,6.5,4,0.09,10,20.0,6,7.2,1.0,8,62.79
001339,智微智能,2.6,2,0.06,10,20.0,8,9.6,2.5,8,62.76
600186,莲花控股,5.4,0,0.0,10,18.3,10,8.4,3.5,7,62.6
300308,中际旭创,7.0,4,0.19,10,20.0,6,6.4,3.0,6,62.59
603893,瑞芯微,3.5,6,1.24,6,20.0,8,3.6,4.0,10,62.34
300394,天孚通信,7.0,6,0.39,10,18.49,8,2.4,1.0,9,62.28
301377,鼎泰高科,2.8,3,0.4,10,20.0,6,4.8,6.0,9,62.0
688003,天准科技,1.0,4,0.97,10,20.0,10,10.0,0.0,6,61.97
000029,深深房A,1.0,4,0.24,10,18.62,10,9.0,0.0,9,61.86
688279,峰岹科技,2.0,2,0.64,8,20.0,8,10.0,1.0,10,61.64
688256,寒武纪,6.5,9,0.23,3,19.0,6,2.4,5.5,10,61.63
688630,芯碁微装,2.1,6,0.5,10,20.0,6,6.8,1.0,9,61.4
603156,养元饮品,1.0,6,4.09,10,15.67,10,9.6,1.0,4,61.36
300442,润泽科技,6.7,4,0.5,10,18.9,8,3.0,1.0,9,61.1
688107,安路科技,1.0,1,0.0,10,20.0,10,10.0,1.0,8,61.0
