code,name,关注度,单日涨跌幅,股息率,今年相对大盘强弱,财报,5日涨跌幅,行业相对强弱,新闻,资金流向,total_score
603986,兆易创新,7.0,5,0.34,10,20.0,10,10.0,7.0,8,77.34
600183,生益科技,7.0,4,1.59,10,18.75,8,10.0,7.0,6,72.34
688012,中微公司,5.0,2,0.14,10,20.0,10,10.0,6.0,8,71.14
002384,东山精密,7.0,2,0.0,10,20.0,6,10.0,5.5,9,69.5
300666,江丰电子,5.0,4,0.36,10,18.26,10,8.8,4.0,9,69.42
688200,华峰测控,1.8,5,0.5,10,18.56,10,10.0,4.0,9,68.86
003004,*ST声迅,1.7,5,0.0,10,19.5,10,9.6,4.0,9,68.8
603083,剑桥科技,6.2,6,0.29,10,20.0,6,8.8,7.0,4,68.29
600186,莲花控股,5.4,6,0.0,10,18.3,6,8.0,10.0,4,67.7
300408,三环集团,4.1,4,0.94,10,20.0,8,10.0,2.0,8,67.04
688390,固德威,1.9,5,0.0,10,19.18,10,9.6,2.0,9,66.68
301371,敷尔佳,1.6,2,4.62,10,20.0,6,8.4,6.0,8,66.62
688127,蓝特光学,1.8,4,0.61,10,20.0,6,9.6,4.0,10,66.01
300661,圣邦股份,4.4,1,0.34,10,20.0,10,10.0,1.0,9,65.74
688548,广钢气体,1.7,4,0.35,10,15.57,10,8.8,7.0,8,65.42
688003,天准科技,1.0,4,1.0,10,20.0,8,10.0,2.0,9,65.0
000685,中山公用,1.0,5,5.45,6,16.62,8,7.4,10.0,5,64.47
002947,恒铭达,1.0,1,1.06,10,15.95,10,9.6,6.5,9,64.11
600522,中天科技,7.0,2,1.15,10,20.0,6,10.0,3.5,4,63.65
688256,寒武纪,6.5,8,0.22,4,19.0,6,2.4,7.5,10,63.62
600584,长电科技,6.8,0,0.3,10,15.34,10,10.0,4.0,7,63.44
300657,弘信电子,4.1,4,0.0,10,14.1,10,10.0,10.0,1,63.2
688700,东威科技,2.1,4,0.55,10,19.0,6,8.4,4.0,9,63.05
688409,富创精密,1.0,0,0.0,10,20.0,10,10.0,4.0,8,63.0
001339,智微智能,2.8,1,0.05,10,20.0,10,9.6,5.5,4,62.95
603893,瑞芯微,3.5,4,1.24,6,20.0,8,3.0,7.0,10,62.74
688279,峰岹科技,2.0,2,0.62,8,20.0,8,10.0,2.0,10,62.62
688630,芯碁微装,2.1,6,0.48,10,20.0,6,8.0,1.0,9,62.58
002518,科士达,1.0,4,1.4,10,12.42,10,9.6,7.0,7,62.42
301377,鼎泰高科,2.7,4,0.4,10,20.0,6,4.2,6.0,9,62.3
601208,东材科技,5.7,0,0.19,10,18.66,6,9.6,3.0,9,62.15
688107,安路科技,1.0,1,0.0,10,20.0,10,10.0,2.0,8,62.0
002979,雷赛智能,1.4,6,0.79,10,15.81,10,10.0,2.0,6,62.0
002709,天赐材料,5.7,6,0.69,10,20.0,6,7.6,1.0,5,61.99
603283,赛腾股份,2.9,2,1.52,10,16.43,10,10.0,2.0,7,61.85
