code,name,关注度,单日涨跌幅,股息率,今年相对大盘强弱,财报,5日涨跌幅,行业相对强弱,新闻,资金流向,total_score
300409,道氏技术,1.0,7,2.04,6,17.64,4,2.8,0.0,3,43.48
300872,天阳科技,1.0,6,0.0,4,8.03,6,8.4,2.0,8,43.43
002906,华阳集团,2.0,7,3.17,4,3.84,6,1.4,7.0,9,43.41
300776,帝尔激光,2.7,2,0.53,10,-1.85,6,9.0,7.0,8,43.38
300098,高新兴,1.0,5,0.0,3,19.82,4,5.0,2.5,3,43.32
002487,大金重工,1.0,3,0.23,10,19.0,2,0.0,1.0,7,43.23
002120,韵达股份,1.0,2,5.03,6,16.53,4,4.6,3.0,1,43.16
300820,英杰电气,1.0,6,1.18,10,-1.45,10,8.4,1.0,7,43.13
300274,阳光电源,6.0,4,0.83,3,-4.7,10,9.0,7.0,8,43.13
688016,心脉医疗,2.3,5,2.0,6,10.02,4,3.8,7.0,3,43.12
002081,金螳螂,5.5,8,4.37,10,-0.26,2,8.4,1.0,4,43.01
603162,海通发展,1.0,5,0.82,4,20.0,2,1.0,4.0,5,42.82
600338,西藏珠峰,3.1,6,0.2,10,18.24,2,1.2,0.0,2,42.74
600415,小商品城,3.6,3,6.33,2,11.88,4,5.8,0.0,6,42.61
688047,龙芯中科,2.3,4,0.0,8,11.24,4,6.0,4.0,3,42.54
600595,中孚实业,1.0,8,4.49,3,20.0,4,0.0,1.0,1,42.49
601609,金田股份,1.0,8,2.11,8,4.36,4,8.0,1.0,6,42.47
002170,芭田股份,1.0,7,7.72,3,16.3,2,2.4,0.0,3,42.42
300166,东方国信,4.5,8,0.0,10,6.91,4,8.0,1.0,0,42.41
600366,宁波韵升,1.7,5,1.53,3,19.69,4,4.4,0.0,3,42.32
603826,坤彩科技,1.0,5,0.88,10,20.0,2,2.4,0.0,1,42.28
600726,华电能源,4.2,5,0.0,10,9.64,2,8.4,0.0,3,42.24
300803,指南针,1.0,5,0.16,2,12.88,6,5.0,0.0,10,42.04
300573,兴齐眼药,1.7,5,3.03,3,17.3,4,4.0,1.0,3,42.03
300821,东岳硅材,1.6,5,0.28,8,17.07,2,4.0,2.0,2,41.95
603730,岱美股份,1.7,4,4.16,10,-2.32,8,7.4,2.0,7,41.94
000990,诚志股份,1.0,7,0.0,10,14.11,2,2.8,2.0,3,41.91
002475,立讯精密,5.7,5,0.41,8,10.56,2,3.2,4.0,3,41.87
688271,联影医疗,2.0,5,0.29,3,1.54,10,5.0,7.0,8,41.83
603013,亚普股份,1.0,4,3.28,2,10.33,6,6.2,5.0,4,41.81
000776,广发证券,3.3,2,4.78,2,19.5,2,3.2,4.0,1,41.78
002488,金固股份,1.7,4,0.17,10,17.23,2,2.6,1.0,3,41.7
000966,长源电力,3.2,3,0.0,6,17.47,4,5.0,0.0,3,41.67
688082,盛美上海,1.5,2,0.59,8,-3.42,10,10.0,4.0,9,41.67
601963,重庆银行,1.9,6,4.73,6,4.01,6,5.0,1.0,7,41.64
002245,蔚蓝锂芯,6.1,1,1.08,6,15.56,2,2.8,2.0,5,41.54
000539,粤电力Ａ,4.1,2,0.62,10,15.99,2,3.8,1.0,2,41.51
000686,东北证券,1.7,2,3.7,2,19.85,4,3.2,4.0,1,41.45
002216,三全食品,1.0,2,7.07,8,10.54,4,5.8,2.0,1,41.41
301665,泰禾股份,1.9,4,3.28,2,18.43,2,2.8,4.0,3,41.41
301550,斯菱智驱,1.0,1,0.31,10,0.07,10,9.0,1.0,9,41.38
603009,北特科技,1.0,0,0.5,8,6.26,10,5.6,4.0,6,41.36
603195,公牛集团,1.6,4,7.1,6,6.64,6,5.0,1.0,4,41.34
600482,中国动力,1.4,6,1.13,10,15.93,4,0.8,1.0,1,41.26
600066,宇通客车,1.0,3,8.89,3,17.11,4,1.2,2.0,1,41.2
600479,千金药业,1.8,5,6.31,4,15.28,4,2.8,1.0,1,41.19
002015,协鑫能科,6.0,6,0.99,10,9.16,2,5.0,1.0,1,41.15
301078,孩子王,1.0,4,1.16,2,8.16,10,5.8,0.0,9,41.12
600340,*ST华幸,2.0,8,0.0,2,15.07,6,0.0,2.0,6,41.07
600667,太极实业,2.1,8,1.05,10,4.52,4,8.4,2.0,1,41.07
603662,柯力传感,1.0,2,1.08,3,5.97,10,8.0,1.0,9,41.05
600489,中金黄金,1.6,6,3.93,4,20.0,2,2.4,0.0,1,40.93
688131,皓元医药,1.8,2,0.4,6,5.88,8,2.8,4.0,10,40.88
688005,容百科技,3.1,2,0.0,3,19.96,4,5.8,0.0,3,40.86
002654,万润科技,1.0,6,0.2,10,-2.15,8,6.8,4.0,7,40.85
688158,优刻得,1.0,6,0.0,10,17.85,2,2.0,1.0,1,40.85
300678,中科信息,2.2,4,0.43,2,20.0,4,3.2,2.0,3,40.83
002415,海康威视,4.5,2,4.49,6,16.77,2,2.0,2.0,1,40.76
605123,派克新材,1.0,4,0.47,8,8.26,6,8.0,0.0,5,40.73
000567,海德股份,1.0,3,0.0,3,20.0,4,7.6,1.0,1,40.6
603119,浙江荣泰,1.1,8,0.57,2,15.32,2,2.6,2.0,7,40.59
000012,南  玻A,1.0,10,1.0,2,8.09,6,1.0,7.5,4,40.59
300276,三丰智能,1.0,1,0.0,3,14.98,10,7.6,1.0,2,40.58
002901,大博医疗,2.0,5,2.89,2,15.67,6,2.0,1.0,4,40.56
000157,中联重科,2.1,6,5.0,2,20.0,4,0.4,0.0,1,40.5
600577,精达股份,1.0,1,0.81,8,6.87,6,6.8,1.0,9,40.48
300628,亿联网络,2.0,5,5.97,6,9.7,4,3.8,0.0,4,40.47
600623,华谊集团,1.0,5,2.31,10,12.12,4,4.0,1.0,1,40.43
301275,汉朔科技,1.0,4,0.42,2,7.61,8,7.4,1.0,9,40.43
600226,亨通股份,1.8,1,0.0,8,4.82,6,6.8,2.0,10,40.42
000552,甘肃能化,1.0,2,0.0,8,19.62,4,2.8,0.0,3,40.42
600114,东睦股份,1.0,3,1.59,8,3.95,10,6.8,1.0,5,40.34
600259,中稀有色,2.7,6,0.34,10,16.24,2,0.0,1.0,2,40.28
601882,海天精工,1.5,2,2.56,8,1.58,6,9.6,0.0,9,40.24
601988,中国银行,2.6,4,4.02,4,2.49,6,2.0,7.0,8,40.11
600639,浦东金桥,1.6,5,6.69,3,18.78,4,0.0,0.0,1,40.07
301238,瑞泰新材,1.6,2,1.85,6,8.82,6,5.8,4.0,4,40.07
002378,章源钨业,1.0,3,0.85,10,20.0,2,1.2,0.0,2,40.05
002967,广电计量,2.0,3,1.86,3,17.67,4,2.0,3.5,3,40.03
301345,涛涛车业,1.0,3,1.35,2,19.63,2,2.0,7.0,2,39.98
601163,三角轮胎,1.9,3,5.01,4,16.66,4,4.4,0.0,1,39.97
600989,宝丰能源,1.0,4,3.71,10,14.21,2,4.0,0.0,1,39.92
002706,良信股份,3.7,6,3.17,8,-4.0,6,8.0,0.0,9,39.87
688300,联瑞新材,1.5,6,0.85,10,6.71,2,8.8,1.0,3,39.86
