code,name,关注度,单日涨跌幅,股息率,今年相对大盘强弱,财报,5日涨跌幅,行业相对强弱,新闻,资金流向,total_score
300408,三环集团,4.2,2,0.91,10,20.0,10,9.6,8.5,10,75.21
601208,东材科技,5.7,8,0.21,10,18.66,6,9.0,7.0,9,73.57
603986,兆易创新,7.0,4,0.35,10,20.0,10,10.0,4.0,8,73.35
600183,生益科技,7.0,5,1.48,10,18.75,10,9.6,4.0,6,71.83
688012,中微公司,5.3,4,0.15,10,20.0,10,10.0,4.0,8,71.45
688390,固德威,1.8,6,0.0,10,19.18,10,9.0,7.0,8,70.98
300661,圣邦股份,4.6,6,0.36,10,20.0,6,10.0,5.0,9,70.96
688107,安路科技,1.0,8,0.0,10,20.0,10,10.0,2.0,9,70.0
605117,德业股份,3.1,4,2.13,10,20.0,10,8.6,4.0,8,69.83
603256,宏和科技,4.8,4,0.09,10,19.38,6,9.0,5.5,10,68.77
600176,中国巨石,7.0,8,0.99,10,17.49,8,8.6,1.0,7,68.08
300236,上海新阳,3.9,6,0.96,10,20.0,6,6.0,6.0,9,67.86
600999,招商证券,2.9,4,4.77,6,19.0,8,8.0,7.0,8,67.67
300602,飞荣达,3.3,8,0.31,8,18.88,6,5.6,8.5,9,67.59
688717,艾罗能源,1.6,6,0.0,10,20.0,6,7.4,7.0,9,67.0
000636,风华高科,4.5,2,0.58,10,16.09,10,9.6,6.0,8,66.77
688630,芯碁微装,2.1,7,0.52,10,20.0,6,5.0,7.0,9,66.62
600584,长电科技,6.9,0,0.27,10,15.34,10,10.0,7.0,7,66.51
688003,天准科技,1.0,6,1.05,10,20.0,8,10.0,2.0,8,66.05
688409,富创精密,1.0,1,0.0,10,20.0,10,10.0,6.0,8,66.0
301071,力量钻石,2.0,4,1.34,10,20.0,6,7.2,7.0,8,65.54
300953,震裕科技,3.0,1,0.24,10,19.63,10,7.6,5.0,9,65.47
300438,鹏辉能源,3.4,8,0.14,10,19.63,6,8.0,1.0,9,65.17
002421,达实智能,1.0,8,0.0,10,18.24,10,8.4,8.5,1,65.14
603283,赛腾股份,3.0,6,1.61,10,16.43,8,10.0,2.0,8,65.04
003004,*ST声迅,1.0,8,0.0,10,19.5,10,8.4,4.0,4,64.9
688279,峰岹科技,2.1,6,0.65,8,20.0,6,10.0,2.0,10,64.75
300666,江丰电子,5.2,1,0.4,10,18.26,8,8.8,4.0,9,64.66
600186,莲花控股,5.2,5,0.0,10,18.3,10,8.0,1.0,7,64.5
688519,南亚新材,1.9,3,0.35,10,19.25,6,8.0,7.0,9,64.5
002384,东山精密,7.0,8,0.0,10,20.0,4,8.4,1.0,6,64.4
002916,深南电路,6.1,4,1.4,10,18.99,6,6.8,7.0,4,64.29
688200,华峰测控,1.8,1,0.55,10,18.56,8,10.0,4.0,10,63.91
301377,鼎泰高科,2.6,1,0.39,10,20.0,10,6.8,4.0,9,63.79
688700,东威科技,2.1,6,0.57,10,19.0,6,6.8,4.0,9,63.47
002463,沪电股份,6.0,5,0.96,10,20.0,4,2.6,7.5,7,63.06
688652,京仪装备,1.0,8,0.16,10,14.88,6,10.0,4.0,9,63.04
688536,思瑞浦,1.9,8,0.11,10,20.0,4,10.0,7.0,2,63.01
001309,德明利,6.3,6,0.12,10,20.0,2,10.0,6.5,2,62.92
688981,中芯国际,5.8,5,0.0,4,15.39,8,7.2,8.5,9,62.89
600522,中天科技,7.0,1,1.19,10,20.0,6,9.6,6.0,2,62.79
002008,大族激光,6.4,4,0.28,10,20.0,4,10.0,2.0,6,62.68
002947,恒铭达,1.0,6,1.12,10,15.95,8,9.0,2.5,9,62.57
688380,中微半导,1.0,8,1.18,10,20.0,6,4.2,7.0,5,62.38
301511,德福科技,4.1,1,0.2,10,20.0,6,8.0,4.0,9,62.3
002709,天赐材料,5.6,3,0.69,10,20.0,6,7.0,5.0,5,62.29
688515,裕太微,1.0,8,0.0,10,16.16,6,10.0,4.0,7,62.16
605376,博迁新材,1.0,4,0.14,10,20.0,10,8.0,4.0,5,62.14
688001,华兴源创,1.7,0,0.16,10,18.63,10,9.6,2.0,10,62.09
688127,蓝特光学,1.8,6,0.63,10,20.0,4,9.6,4.0,6,62.03
300184,力源信息,5.0,7,0.0,10,20.0,4,7.4,7.5,1,61.9
688503,聚和材料,1.8,6,0.79,10,20.0,4,6.2,7.0,6,61.79
688559,海目星,2.1,2,0.0,10,20.0,6,4.8,7.0,9,60.9
688041,海光信息,6.9,5,0.1,10,18.98,2,8.8,4.0,5,60.78
002979,雷赛智能,2.1,4,0.8,10,15.81,10,10.0,1.0,7,60.71
603127,昭衍新药,1.4,5,0.56,8,17.76,10,7.6,5.0,5,60.32
001339,智微智能,3.3,6,0.06,10,20.0,6,8.4,2.5,4,60.26
301297,富乐德,3.0,6,0.24,10,15.09,6,8.8,2.0,9,60.13
301217,铜冠铜箔,4.5,6,0.0,10,19.5,4,8.0,1.0,7,60.0
300657,弘信电子,4.2,6,0.0,10,14.1,10,9.6,4.0,2,59.9
300613,富瀚微,1.6,8,0.26,10,20.0,4,10.0,2.0,4,59.86
002859,洁美科技,2.0,4,0.44,10,18.69,6,8.6,4.0,6,59.73
300747,锐科激光,3.4,5,0.2,10,18.89,6,3.0,4.0,9,59.49
300323,华灿光电,1.2,0,0.0,10,20.0,10,9.6,5.5,3,59.3
688362,甬矽电子,1.5,5,0.0,10,13.52,6,7.2,7.0,9,59.22
300811,铂科新材,1.7,2,0.38,10,12.37,6,9.0,8.5,9,58.95
301392,汇成真空,1.9,8,0.11,10,18.45,4,8.4,7.0,1,58.86
000880,潍柴重机,1.5,6,0.68,10,20.0,8,5.6,4.0,3,58.78
300031,宝通科技,1.0,4,0.77,8,19.0,10,8.0,0.0,8,58.77
000688,国城矿业,1.0,6,0.6,10,15.07,6,4.0,7.0,9,58.67
600575,淮河能源,1.8,6,7.68,8,9.8,8,7.0,1.0,9,58.28
688256,寒武纪,6.5,7,0.23,3,19.0,6,2.4,4.0,10,58.13
688036,传音控股,1.8,4,2.86,3,18.82,8,8.6,1.0,10,58.08
601678,滨化股份,1.0,8,1.34,10,16.09,10,7.6,0.0,4,58.03
603893,瑞芯微,3.5,5,1.28,6,20.0,8,4.2,1.0,9,57.98
300672,国科微,1.5,4,0.0,10,6.94,8,10.0,8.5,9,57.94
688396,华润微,2.6,8,0.17,6,18.8,2,6.0,7.0,7,57.57
601126,四方股份,5.7,6,1.76,10,5.64,10,8.4,1.0,9,57.5
688486,龙迅股份,2.2,6,2.46,8,15.64,6,7.2,1.0,9,57.5
603638,艾迪精密,1.7,4,0.79,10,20.0,6,8.0,0.0,7,57.49
000811,冰轮环境,5.2,6,0.57,10,10.71,6,9.6,4.0,5,57.08
000685,中山公用,1.0,3,5.49,6,16.62,8,6.2,5.5,5,56.81
688372,伟测科技,1.9,7,0.7,10,20.0,4,3.0,4.0,6,56.6
002518,科士达,1.0,6,1.48,10,12.42,8,8.4,4.0,5,56.3
300308,中际旭创,7.0,6,0.2,10,20.0,2,6.8,1.0,3,56.0
688331,荣昌生物,1.7,8,0.0,10,18.84,8,0.4,4.0,5,55.94
688063,派能科技,1.9,5,0.33,10,19.88,6,2.8,1.0,9,55.91
301487,盟固利,1.6,3,0.05,8,19.63,6,7.6,1.0,9,55.88
603005,晶方科技,5.6,4,0.67,10,3.4,10,7.2,7.0,8,55.87
688690,纳微科技,1.8,5,0.59,10,18.75,6,7.6,0.0,6,55.74
002049,紫光国微,4.1,5,0.8,4,20.0,4,4.8,7.0,6,55.7
301371,敷尔佳,1.9,4,4.72,10,20.0,4,8.0,1.0,2,55.62
688008,澜起科技,6.8,2,0.3,10,12.47,4,10.0,4.0,6,55.57
605020,永和股份,1.0,4,2.74,8,16.68,6,8.0,1.0,8,55.42
601138,工业富联,7.0,5,1.98,6,20.0,4,4.4,6.0,1,55.38
300502,新易盛,6.9,5,0.35,10,18.49,2,2.0,3.5,7,55.24
688048,长光华芯,3.2,7,0.0,10,18.98,2,6.0,6.0,2,55.18
300726,宏达电子,2.3,4,3.51,6,16.83,4,8.4,5.0,5,55.04
600869,远东股份,5.1,6,0.1,10,17.29,4,8.4,2.0,2,54.89
001337,四川黄金,1.0,5,1.82,10,19.25,4,7.6,0.0,6,54.67
301055,张小泉,1.7,4,1.56,10,18.16,4,6.2,7.0,2,54.62
002755,奥赛康,1.0,4,1.36,6,15.62,6,7.6,7.0,6,54.58
688549,中巨芯,1.0,1,0.0,10,19.55,10,10.0,0.0,3,54.55
601677,明泰铝业,1.0,2,2.39,8,18.66,6,4.0,6.5,6,54.55
600596,新安股份,1.0,5,1.51,8,16.96,8,7.0,4.0,3,54.47
300033,同花顺,2.3,7,4.21,6,18.87,4,2.0,4.0,6,54.38
300077,国民技术,3.6,6,0.0,10,11.94,6,8.8,1.0,7,54.34
688209,英集芯,1.8,8,0.5,10,19.01,2,6.0,1.0,6,54.31
688337,普源精电,2.0,7,1.29,10,20.0,6,2.0,1.0,5,54.29
603026,石大胜华,2.1,3,0.08,10,20.0,6,4.0,1.0,8,54.18
688766,普冉股份,1.0,8,0.06,10,20.0,2,10.0,1.0,2,54.06
002077,大港股份,1.0,4,0.0,8,15.99,6,6.0,4.0,9,53.99
002079,苏州固锝,3.0,6,0.28,10,20.0,4,7.6,1.0,2,53.88
603083,剑桥科技,5.8,8,0.31,10,20.0,2,5.6,1.0,1,53.71
300607,拓斯达,2.9,2,0.19,4,20.0,8,7.6,1.0,8,53.69
603533,掌阅科技,1.8,4,0.0,8,18.82,6,2.0,4.0,9,53.62
603259,药明康德,3.7,5,3.03,8,16.94,6,5.8,1.0,4,53.47
600552,凯盛科技,4.8,2,0.54,10,14.02,6,8.0,4.0,4,53.36
002371,北方华创,6.6,2,0.23,10,3.42,10,10.0,6.0,5,53.25
300442,润泽科技,6.4,5,0.54,10,18.9,2,4.4,4.0,2,53.24
688498,源杰科技,5.0,7,0.13,10,20.0,2,2.0,5.0,2,53.13
603155,新亚强,1.0,6,3.55,8,9.92,6,7.6,2.0,9,53.07
688416,恒烁股份,1.0,8,0.0,10,20.0,2,6.0,4.0,2,53.0
603663,三祥新材,1.0,5,0.44,10,17.53,8,2.8,2.0,6,52.77
300199,翰宇药业,1.0,6,0.0,10,15.79,6,5.8,0.0,8,52.59
603317,天味食品,1.0,3,5.99,10,20.0,4,7.6,0.0,1,52.59
300059,东方财富,7.0,5,1.0,2,17.95,4,3.8,8.5,3,52.25
002317,众生药业,1.0,4,1.67,10,9.54,8,8.0,1.0,9,52.21
002747,埃斯顿,2.7,0,0.0,8,15.44,10,10.0,2.0,4,52.14
301526,国际复材,3.8,6,0.22,10,18.06,2,9.0,2.0,1,52.08
000969,安泰科技,1.7,7,1.8,6,13.28,6,3.2,4.0,9,51.98
000810,创维数字,1.9,2,1.27,6,20.0,6,3.8,4.0,7,51.97
000938,紫光股份,6.3,7,0.44,8,20.0,2,6.2,0.0,2,51.94
300861,美畅股份,1.0,4,1.77,10,20.0,4,8.0,1.0,2,51.77
000672,上峰水泥,1.0,4,4.87,10,10.85,8,8.0,0.0,5,51.72
301018,申菱环境,4.1,6,0.32,10,-3.37,10,9.6,7.0,8,51.65
300750,宁德时代,5.7,2,1.06,8,20.0,4,2.8,7.0,1,51.56
301606,绿联科技,1.6,5,1.56,10,20.0,2,4.4,1.0,6,51.56
688313,仕佳光子,4.1,8,0.36,10,9.67,2,8.4,7.0,2,51.53
601101,昊华能源,1.0,5,4.51,10,8.0,6,8.0,0.0,9,51.51
301510,固高科技,1.0,6,0.25,6,19.25,4,8.8,1.0,5,51.3
300620,光库科技,5.1,7,0.16,10,20.0,2,2.0,3.0,2,51.26
301031,中熔电气,1.0,6,0.55,10,20.0,4,5.6,2.0,2,51.15
601975,招商南油,1.0,0,0.94,10,14.2,8,9.0,3.0,5,51.14
603697,有友食品,1.0,4,3.41,2,17.42,8,6.2,1.0,8,51.03
002202,金风科技,2.6,2,1.62,8,19.5,4,2.8,8.5,2,51.02
002484,江海股份,3.2,6,0.94,10,6.15,10,9.6,1.0,4,50.89
601869,长飞光纤,7.0,5,0.16,10,19.71,2,2.0,2.0,3,50.87
688400,凌云光,1.0,6,0.27,10,15.43,4,8.4,3.5,2,50.6
002158,汉钟精机,1.0,6,2.67,10,3.28,8,9.6,4.0,6,50.55
000100,TCL科技,1.0,7,4.08,3,17.77,6,2.6,4.0,5,50.45
600888,新疆众和,1.0,4,2.77,8,7.11,8,7.0,3.5,9,50.38
300475,香农芯创,5.8,5,0.09,8,20.0,2,6.2,1.0,2,50.09
002192,融捷股份,3.5,4,0.51,10,20.0,2,7.0,1.0,2,50.01
300394,天孚通信,7.0,6,0.42,10,18.49,2,2.0,2.0,2,49.91
603099,长白山,1.9,6,0.76,2,18.42,6,5.8,0.0,9,49.88
002354,天娱数科,1.0,4,0.0,6,15.85,8,8.0,0.0,7,49.85
603699,纽威股份,1.0,3,3.23,8,15.61,6,5.0,0.0,8,49.84
600039,四川路桥,2.1,5,8.45,2,17.75,6,0.4,1.0,7,49.7
001287,中电港,2.2,7,0.88,8,20.0,2,2.6,5.0,2,49.68
002938,鹏鼎控股,5.7,1,2.12,10,-2.75,10,9.6,10.0,4,49.67
603305,旭升集团,1.0,2,1.87,6,15.53,8,6.2,0.0,9,49.6
688205,德科立,2.1,5,0.0,10,19.39,2,2.0,7.0,2,49.49
300687,赛意信息,1.0,1,0.0,10,12.76,4,8.4,7.0,5,49.16
600903,贵州燃气,1.0,2,0.29,10,15.41,10,8.4,0.0,2,49.1
600160,巨化股份,4.7,5,2.12,3,14.47,4,5.8,7.0,3,49.09
600026,中远海能,1.5,4,3.33,10,17.85,6,4.4,1.0,1,49.08
300476,胜宏科技,7.0,2,1.2,8,18.49,2,2.6,5.5,2,48.79
600783,鲁信创投,1.0,4,0.55,3,15.43,8,6.8,1.0,9,48.78
002127,南极电商,1.0,6,3.74,3,14.97,4,8.0,2.0,6,48.71
002466,天齐锂业,4.7,7,0.0,8,20.0,2,4.0,1.0,2,48.7
600350,山东高速,2.0,2,5.91,10,2.22,10,7.4,2.0,7,48.53
600158,中体产业,2.7,5,0.0,10,17.56,2,6.2,0.0,5,48.46
300738,奥飞数据,4.3,7,0.11,10,18.64,2,4.4,1.0,1,48.45
002338,奥普光电,1.9,5,0.22,6,20.0,4,3.2,1.0,7,48.32
300398,飞凯材料,3.7,6,0.41,10,15.4,2,8.8,1.0,1,48.31
688097,博众精工,1.8,7,0.51,10,20.0,2,2.0,2.0,3,48.31
600971,恒源煤电,1.7,4,5.9,8,17.46,4,4.0,2.0,1,48.06
600111,北方稀土,4.0,5,0.51,6,19.21,2,5.8,2.5,3,48.02
688165,埃夫特,1.0,2,0.0,2,13.47,6,6.0,8.5,9,47.97
601021,春秋航空,2.0,7,2.22,2,17.52,6,3.2,0.0,8,47.94
600206,有研新材,6.9,4,0.65,10,10.56,2,4.8,7.0,2,47.91
000029,深深房A,1.0,6,0.28,6,18.62,2,8.0,0.0,6,47.9
688202,美迪西,2.1,7,0.0,8,20.0,4,1.6,0.0,5,47.7
688548,广钢气体,1.7,1,0.39,10,15.57,6,3.0,1.0,9,47.66
301631,壹连科技,1.8,4,1.54,10,12.08,4,9.0,0.0,5,47.42
603156,养元饮品,1.0,1,4.35,10,15.67,2,8.4,2.0,3,47.42
300260,新莱应材,1.0,8,0.16,6,2.57,6,9.6,6.0,8,47.33
603383,顶点软件,1.0,4,3.61,2,16.67,6,5.0,0.0,9,47.28
000725,京东方A,4.6,5,2.39,6,1.67,10,5.6,6.0,6,47.26
601872,招商轮船,1.0,5,2.81,10,20.0,4,1.4,2.0,1,47.21
002545,东方铁塔,1.7,4,2.62,10,20.0,2,5.8,0.0,1,47.12
300568,星源材质,3.5,3,0.11,8,0.9,8,7.6,7.0,9,47.11
688150,莱特光电,1.9,4,0.37,10,-3.53,10,7.2,7.0,10,46.94
002364,中恒电气,4.6,6,0.41,10,7.85,6,6.8,1.0,4,46.66
688432,有研硅,1.0,8,0.57,10,3.05,4,8.8,5.0,6,46.42
002948,青岛银行,1.8,5,5.56,10,9.17,4,3.8,6.0,1,46.33
000762,西藏矿业,1.9,7,0.0,8,20.0,2,2.4,3.0,2,46.3
600961,株冶集团,3.3,4,0.0,10,20.0,2,4.0,1.0,2,46.3
001301,尚太科技,1.0,4,1.79,6,1.5,10,8.0,5.0,9,46.29
601689,拓普集团,5.0,1,1.35,3,1.92,10,9.0,5.0,10,46.27
603308,应流股份,3.9,2,0.45,10,16.07,4,3.8,0.0,6,46.22
002032,苏 泊 尔,1.8,4,8.17,6,2.18,6,5.0,6.0,7,46.15
300007,汉威科技,1.0,1,0.2,3,14.98,10,6.8,1.0,8,45.98
002174,游族网络,1.0,1,0.0,4,13.96,8,8.0,2.0,8,45.96
688686,奥普特,2.1,2,0.78,6,5.44,10,7.6,4.0,8,45.92
002222,福晶科技,5.9,6,0.2,10,13.78,2,5.0,1.0,2,45.88
688612,威迈斯,1.8,5,3.98,4,8.87,8,3.2,2.0,9,45.85
002557,洽洽食品,1.9,2,7.53,4,20.0,4,0.4,5.0,1,45.83
000833,粤桂股份,2.7,4,1.42,10,19.63,2,4.0,1.0,1,45.75
600388,龙净环保,1.8,5,3.91,8,13.21,6,3.8,0.0,4,45.72
600323,瀚蓝环境,1.9,2,4.83,6,19.96,4,5.0,1.0,1,45.69
603108,润达医疗,1.0,6,0.0,3,10.85,10,5.8,0.0,9,45.65
301500,飞南资源,1.0,4,0.42,10,20.0,2,6.2,0.0,2,45.62
002920,德赛西威,1.0,5,2.36,2,12.38,6,3.8,7.0,6,45.54
688146,中船特气,1.7,1,0.31,10,14.53,2,10.0,2.0,4,45.54
300457,赢合科技,1.8,4,0.62,4,20.0,4,4.0,1.0,6,45.42
601939,建设银行,3.5,4,4.03,6,3.08,6,3.8,7.0,8,45.41
600150,中国船舶,4.5,5,1.9,8,17.12,2,5.8,0.0,1,45.32
002179,中航光电,5.0,4,2.7,8,-1.43,6,8.0,3.0,10,45.27
605111,新洁能,1.1,4,0.72,10,1.21,8,10.0,1.0,9,45.03
688006,杭可科技,1.9,3,0.98,8,7.13,8,7.0,0.0,9,45.01
603588,高能环境,1.0,7,1.58,10,20.0,2,0.4,1.0,2,44.98
601688,华泰证券,4.0,5,4.19,2,17.07,4,3.2,4.5,1,44.96
688327,云从科技,1.7,5,0.0,3,14.43,6,6.2,3.5,5,44.83
002563,森马服饰,1.7,2,4.84,6,17.25,4,5.0,0.0,4,44.79
300548,长芯博创,2.0,7,0.25,10,16.94,2,1.6,3.0,2,44.79
603057,紫燕食品,1.0,5,1.32,10,19.21,4,3.2,0.0,1,44.73
301219,腾远钴业,1.0,4,2.51,8,20.0,2,5.2,0.0,2,44.71
601838,成都银行,1.7,5,7.88,8,3.08,4,5.0,2.0,8,44.66
688190,云路股份,1.6,6,1.16,6,-0.12,10,9.0,2.0,9,44.64
301095,广立微,1.5,1,0.39,10,9.68,4,8.0,4.0,6,44.57
603019,中科曙光,6.5,5,0.82,6,15.24,4,5.0,0.0,2,44.56
000600,建投能源,1.0,3,4.23,8,12.29,6,5.0,0.0,5,44.52
002460,赣锋锂业,4.1,3,0.4,8,20.0,2,4.0,1.0,2,44.5
601059,信达证券,1.9,3,0.47,3,17.13,6,5.0,4.0,4,44.5
603876,鼎胜新材,2.9,4,0.99,10,15.81,2,5.8,1.0,2,44.5
603093,南华期货,1.0,6,0.63,6,20.0,2,5.8,1.0,2,44.43
603297,永新光学,1.5,6,1.24,10,0.99,6,9.6,3.0,6,44.33
002028,思源电气,3.2,4,0.7,10,10.59,4,0.8,4.0,7,44.29
603530,神马电力,1.6,4,1.2,10,18.44,2,2.0,4.0,1,44.24
300693,盛弘股份,1.5,6,1.74,10,10.12,2,6.8,4.0,2,44.16
002832,比音勒芬,1.0,3,6.0,10,9.96,4,6.2,1.0,3,44.16
600452,涪陵电力,1.0,4,1.07,10,15.91,4,5.0,1.0,2,43.98
688779,五矿新能,1.9,7,0.87,10,20.0,2,1.2,0.0,1,43.97
600619,海立股份,1.0,4,0.3,2,16.23,4,4.4,7.0,5,43.93
000612,焦作万方,1.0,7,4.99,6,18.69,2,1.2,0.0,3,43.88
300905,宝丽迪,1.0,6,0.86,10,10.91,4,8.0,1.0,2,43.77
300014,亿纬锂能,4.8,7,0.73,3,19.0,4,1.2,1.0,3,43.73
002716,湖南白银,1.5,7,0.0,10,20.0,2,1.2,0.0,2,43.7
600361,创新新材,1.6,7,3.96,6,11.12,6,4.0,3.0,1,43.68
002326,永太科技,1.0,2,0.0,2,20.0,6,1.6,2.0,9,43.6
688126,沪硅产业,3.7,6,0.0,10,-5.13,10,10.0,0.0,9,43.57
002497,雅化集团,2.0,7,0.51,3,20.0,2,0.0,7.0,2,43.51
