code,name,关注度,单日涨跌幅,股息率,今年相对大盘强弱,财报,5日涨跌幅,行业相对强弱,新闻,资金流向,total_score
300476,胜宏科技,7.0,4,1.06,10,18.49,10,10.0,7.0,8,75.55
001309,德明利,6.5,6,0.13,10,20.0,10,10.0,4.0,7,73.63
002008,大族激光,6.7,2,0.3,10,20.0,10,10.0,7.0,7,73.0
688048,长光华芯,3.9,4,0.0,10,18.98,10,10.0,7.0,8,71.88
300502,新易盛,7.0,6,0.34,10,18.49,10,6.8,5.0,8,71.63
600183,生益科技,7.0,2,1.87,8,18.75,10,10.0,5.0,9,71.62
301526,国际复材,4.0,6,0.23,10,18.06,10,10.0,5.0,8,71.29
603083,剑桥科技,7.0,6,0.3,10,20.0,8,9.6,2.0,8,70.9
601869,长飞光纤,7.0,4,0.14,10,19.71,10,3.8,7.0,9,70.65
300661,圣邦股份,4.2,1,0.39,10,20.0,10,10.0,7.0,8,70.59
300620,光库科技,6.0,4,0.15,10,20.0,8,6.8,6.0,9,69.95
002916,深南电路,6.6,4,1.46,10,18.99,8,8.8,4.0,8,69.85
301371,敷尔佳,1.0,2,4.83,10,20.0,8,9.0,7.0,8,69.83
603986,兆易创新,7.0,4,0.42,10,20.0,10,8.8,4.0,5,69.22
300475,香农芯创,6.7,6,0.09,10,20.0,8,8.4,5.0,5,69.19
688416,恒烁股份,1.0,6,0.0,10,20.0,10,10.0,4.0,8,69.0
600584,长电科技,6.3,4,0.36,10,15.34,10,7.6,7.0,8,68.6
688498,源杰科技,5.0,1,0.08,10,20.0,10,10.0,2.0,10,68.08
300394,天孚通信,7.0,7,0.41,10,18.49,10,2.0,5.0,8,67.9
300308,中际旭创,7.0,0,0.2,10,20.0,10,9.6,2.0,9,67.8
300548,长芯博创,4.7,4,0.21,10,16.94,8,8.4,6.0,9,67.25
603256,宏和科技,6.4,4,0.09,10,19.38,10,10.0,1.0,6,66.87
688205,德科立,2.8,0,0.0,10,19.39,10,9.6,7.0,8,66.79
300953,震裕科技,3.5,6,0.26,10,19.63,8,9.0,1.0,9,66.39
301297,富乐德,1.0,4,0.25,10,15.09,10,10.0,7.0,9,66.34
300236,上海新阳,2.9,1,0.96,10,20.0,8,7.2,7.0,9,66.06
000938,紫光股份,7.0,6,0.42,8,20.0,4,7.4,7.0,6,65.82
688536,思瑞浦,1.7,1,0.1,10,20.0,10,10.0,4.0,9,65.8
301392,汇成真空,1.9,5,0.1,10,18.45,10,9.0,5.0,6,65.45
600522,中天科技,6.5,2,1.18,10,20.0,10,9.6,2.0,4,65.28
300398,飞凯材料,3.3,2,0.39,10,15.4,10,10.0,7.0,7,65.09
300408,三环集团,4.0,4,1.02,10,20.0,6,10.0,2.0,8,65.02
688107,安路科技,1.0,4,0.0,10,20.0,10,10.0,1.0,9,65.0
001287,中电港,2.8,6,0.82,10,20.0,8,5.0,7.0,5,64.62
601208,东材科技,5.1,1,0.21,10,18.66,10,9.6,2.0,8,64.57
688127,蓝特光学,1.9,2,0.66,10,20.0,10,9.0,2.0,9,64.56
600550,保变电气,1.0,6,0.0,10,17.07,10,4.4,7.0,9,64.47
688559,海目星,2.1,4,0.0,10,20.0,10,7.2,1.0,10,64.3
300613,富瀚微,1.0,4,0.26,10,20.0,6,10.0,5.0,8,64.26
688519,南亚新材,2.0,1,0.32,10,19.25,10,10.0,5.5,6,64.07
002384,东山精密,7.0,2,0.0,10,20.0,10,10.0,1.0,4,64.0
300442,润泽科技,6.8,5,0.54,10,18.9,6,4.4,7.0,5,63.64
002463,沪电股份,7.0,2,0.92,10,20.0,8,7.6,2.0,6,63.52
300184,力源信息,5.8,4,0.0,10,20.0,8,9.6,2.0,4,63.4
600176,中国巨石,7.0,4,1.0,10,17.49,8,8.8,1.0,6,63.29
600206,有研新材,6.9,4,0.6,10,10.56,10,10.0,7.0,4,63.06
688041,海光信息,6.9,2,0.09,10,18.98,10,10.0,4.0,1,62.97
603826,坤彩科技,1.0,6,0.84,10,20.0,8,10.0,0.0,7,62.84
002475,立讯精密,6.9,2,0.36,10,10.56,10,9.6,4.0,9,62.42
000636,风华高科,3.4,1,0.68,10,16.09,10,10.0,7.0,4,62.17
603530,神马电力,1.0,6,1.04,10,18.44,10,7.4,4.0,4,61.88
688008,澜起科技,6.5,6,0.32,10,12.47,10,10.0,2.5,4,61.79
688549,中巨芯,1.0,6,0.0,10,19.55,6,10.0,4.0,5,61.55
688102,斯瑞新材,1.0,6,0.17,8,17.75,8,9.6,1.0,10,61.52
301217,铜冠铜箔,5.0,0,0.0,10,19.5,10,9.0,3.0,5,61.5
301055,张小泉,1.6,4,1.71,10,18.16,10,9.0,1.0,6,61.47
000899,赣能股份,1.0,6,6.73,10,6.42,10,6.2,7.0,8,61.35
300033,同花顺,4.2,3,4.03,6,18.87,8,6.2,1.0,10,61.3
688400,凌云光,1.0,4,0.26,10,15.43,10,9.0,3.5,8,61.19
688515,裕太微,1.0,4,0.0,10,16.16,10,10.0,4.0,6,61.16
000539,粤电力Ａ,3.6,2,0.54,10,15.99,10,9.0,1.0,9,61.13
688001,华兴源创,1.7,2,0.18,10,18.63,10,9.6,4.0,5,61.11
688390,固德威,1.9,2,0.0,10,19.18,8,9.0,2.0,9,61.08
300323,华灿光电,1.0,1,0.0,10,20.0,10,9.0,3.0,7,61.0
603162,海通发展,1.0,2,0.54,10,20.0,10,8.4,1.0,8,60.94
300738,奥飞数据,4.7,4,0.11,10,18.64,6,7.4,1.0,9,60.85
601138,工业富联,7.0,3,2.02,4,20.0,6,6.8,4.0,8,60.82
688200,华峰测控,1.8,2,0.64,10,18.56,8,7.6,5.0,7,60.6
301511,德福科技,4.3,2,0.21,10,20.0,10,9.0,5.0,0,60.51
688503,聚和材料,1.7,2,0.76,10,20.0,10,9.0,2.0,5,60.46
688003,天准科技,2.1,2,1.29,10,20.0,8,6.0,1.0,10,60.39
688209,英集芯,1.5,1,0.48,10,19.01,8,6.4,5.0,9,60.39
600552,凯盛科技,4.7,1,0.56,10,14.02,10,9.0,3.0,8,60.28
605376,博迁新材,1.0,4,0.15,10,20.0,6,9.0,0.0,10,60.15
301071,力量钻石,1.6,2,1.46,10,20.0,6,10.0,0.0,9,60.06
300747,锐科激光,3.3,2,0.2,10,18.89,8,7.6,2.0,8,59.99
600961,株冶集团,2.5,4,0.0,10,20.0,10,8.4,1.0,4,59.9
003004,*ST声迅,1.8,2,0.0,10,19.5,10,9.6,2.0,5,59.9
688652,京仪装备,1.8,2,0.18,10,14.88,10,10.0,4.0,7,59.86
001339,智微智能,1.2,2,0.06,10,20.0,10,9.6,2.0,5,59.86
688630,芯碁微装,2.1,1,0.5,10,20.0,8,6.2,7.0,5,59.8
002545,东方铁塔,1.6,0,2.36,10,20.0,8,6.8,1.0,10,59.76
002979,雷赛智能,1.0,4,0.93,10,15.81,10,10.0,1.0,7,59.74
603283,赛腾股份,2.6,2,1.87,10,16.43,8,8.8,1.0,9,59.7
301219,腾远钴业,3.4,4,2.24,10,20.0,6,9.0,0.0,5,59.64
688279,峰岹科技,2.1,2,0.68,6,20.0,10,8.8,1.0,9,59.58
000029,深深房A,1.0,5,0.26,8,18.62,10,9.6,4.0,3,59.48
603993,洛阳钼业,5.6,4,2.78,4,20.0,10,5.0,0.0,8,59.38
688700,东威科技,2.0,4,0.6,10,19.0,8,6.2,1.0,8,58.8
688012,中微公司,4.8,2,0.18,10,20.0,6,4.8,5.0,6,58.78
002709,天赐材料,7.0,4,0.68,10,20.0,4,9.0,2.0,2,58.68
300364,中文在线,1.0,4,0.0,8,20.0,8,5.6,4.0,8,58.6
301207,华兰疫苗,1.0,6,6.23,8,14.03,10,6.2,1.0,6,58.46
603638,艾迪精密,1.0,2,0.78,10,20.0,8,9.6,0.0,7,58.38
002079,苏州固锝,1.0,4,0.27,10,20.0,8,9.0,1.0,5,58.27
600259,中稀有色,4.3,4,0.28,10,16.24,10,7.4,1.0,5,58.22
688380,中微半导,1.0,4,1.2,10,20.0,6,3.0,4.0,9,58.2
688158,优刻得,2.7,6,0.0,10,17.85,8,5.6,4.0,4,58.15
001337,四川黄金,1.0,6,1.73,10,19.25,8,8.0,1.0,3,57.98
603392,万泰生物,1.0,6,0.0,3,17.15,10,6.8,7.0,7,57.95
002466,天齐锂业,6.9,6,0.0,10,20.0,2,9.0,2.0,2,57.9
600111,北方稀土,4.7,6,0.48,8,19.21,6,4.4,4.0,5,57.79
