code,name,关注度,单日涨跌幅,股息率,今年相对大盘强弱,财报,5日涨跌幅,行业相对强弱,新闻,资金流向,total_score
603986,兆易创新,6.8,4,0.35,10,20.0,10,10.0,4.0,8,73.15
300408,三环集团,4.0,2,0.91,10,20.0,10,10.0,6.0,10,72.91
688390,固德威,1.8,6,0.0,10,19.18,10,9.6,7.0,8,71.58
688012,中微公司,5.0,4,0.15,10,20.0,10,10.0,4.0,8,71.15
300661,圣邦股份,4.4,6,0.36,10,20.0,6,10.0,5.0,9,70.76
688107,安路科技,1.0,8,0.0,10,20.0,10,10.0,2.0,9,70.0
601208,东材科技,5.5,8,0.21,10,18.66,6,9.6,2.0,9,68.97
605117,德业股份,2.9,4,2.13,10,20.0,10,6.8,4.0,8,67.83
600584,长电科技,6.7,2,0.3,10,15.34,10,10.0,6.0,7,67.34
600999,招商证券,2.9,4,4.77,6,19.0,8,6.8,7.0,8,66.47
600183,生益科技,7.0,4,1.63,10,18.75,8,10.0,1.0,6,66.38
603256,宏和科技,4.7,4,0.09,10,19.38,6,9.6,2.5,10,66.27
688630,芯碁微装,2.1,7,0.52,10,20.0,6,4.4,7.0,9,66.02
688409,富创精密,1.0,1,0.0,10,20.0,10,10.0,6.0,8,66.0
002421,达实智能,1.0,8,0.0,10,18.24,10,9.0,8.5,1,65.74
003004,*ST声迅,1.0,8,0.0,10,19.5,10,9.0,4.0,4,65.5
300438,鹏辉能源,3.3,8,0.14,10,19.63,6,8.4,1.0,9,65.47
000636,风华高科,4.1,2,0.58,10,16.09,10,10.0,4.0,8,64.77
688003,天准科技,1.0,6,1.05,10,20.0,8,8.8,1.0,8,63.85
688200,华峰测控,1.7,1,0.55,10,18.56,8,10.0,4.0,10,63.81
603283,赛腾股份,2.8,6,1.61,10,16.43,8,8.8,2.0,8,63.64
002384,东山精密,7.0,8,0.0,10,20.0,4,7.6,1.0,6,63.6
688279,峰岹科技,2.0,6,0.65,8,20.0,6,8.8,2.0,10,63.45
300236,上海新阳,3.6,6,0.96,10,20.0,6,3.6,4.0,9,63.16
688652,京仪装备,1.0,8,0.16,10,14.88,6,10.0,4.0,9,63.04
301377,鼎泰高科,2.5,1,0.39,10,20.0,10,6.0,4.0,9,62.89
002008,大族激光,6.3,4,0.28,10,20.0,4,10.0,2.0,6,62.58
688001,华兴源创,1.7,0,0.16,10,18.63,10,10.0,2.0,10,62.49
688981,中芯国际,5.7,5,0.0,6,15.39,8,4.8,8.5,9,62.39
688515,裕太微,1.0,8,0.0,10,16.16,6,10.0,4.0,7,62.16
600522,中天科技,7.0,8,1.24,10,20.0,4,8.8,1.0,2,62.04
300953,震裕科技,2.9,1,0.24,10,19.63,10,8.0,1.0,9,61.77
002463,沪电股份,6.0,5,0.96,10,20.0,4,3.0,5.5,7,61.46
688717,艾罗能源,1.6,6,0.0,10,20.0,6,6.8,2.0,9,61.4
002709,天赐材料,5.5,3,0.69,10,20.0,6,6.2,5.0,5,61.39
301071,力量钻石,1.9,4,1.34,10,20.0,6,6.0,4.0,8,61.24
688380,中微半导,1.0,8,1.18,10,20.0,6,3.0,7.0,5,61.18
600186,莲花控股,5.1,6,0.0,10,18.3,6,8.4,0.0,7,60.8
300666,江丰电子,4.9,1,0.4,10,18.26,8,5.2,4.0,9,60.76
688519,南亚新材,1.9,3,0.35,10,19.25,6,7.2,4.0,9,60.7
301511,德福科技,4.1,1,0.2,10,20.0,6,8.4,2.0,9,60.7
002947,恒铭达,1.0,6,1.12,10,15.95,8,8.4,1.0,9,60.47
002916,深南电路,6.0,4,1.4,10,18.99,6,6.0,4.0,4,60.39
603127,昭衍新药,1.3,5,0.56,8,17.76,10,7.6,5.0,5,60.22
688503,聚和材料,1.8,6,0.79,10,20.0,4,5.6,6.0,6,60.19
300657,弘信电子,3.9,6,0.0,10,14.1,10,10.0,4.0,2,60.0
688536,思瑞浦,1.8,8,0.11,10,20.0,4,10.0,4.0,2,59.91
688700,东威科技,2.1,6,0.57,10,19.0,6,6.2,1.0,9,59.87
300323,华灿光电,1.0,0,0.0,10,20.0,10,10.0,5.5,3,59.5
688127,蓝特光学,1.8,6,0.63,10,20.0,4,10.0,1.0,6,59.43
301217,铜冠铜箔,4.5,6,0.0,10,19.5,4,8.4,0.0,7,59.4
300184,力源信息,5.1,7,0.0,10,20.0,4,4.8,7.5,1,59.4
300602,飞荣达,3.2,8,0.31,8,18.88,6,5.0,1.0,9,59.39
300613,富瀚微,1.0,8,0.26,10,20.0,4,10.0,2.0,4,59.26
300031,宝通科技,1.0,4,0.77,8,19.0,10,8.4,0.0,8,59.17
605376,博迁新材,1.0,4,0.14,10,20.0,10,8.0,1.0,5,59.14
002979,雷赛智能,1.5,4,0.8,10,15.81,10,10.0,0.0,7,59.11
001339,智微智能,2.9,6,0.06,10,20.0,6,9.0,1.0,4,58.96
601126,四方股份,5.5,6,1.76,10,5.64,10,9.6,1.0,9,58.5
601678,滨化股份,1.0,8,1.34,10,16.09,10,7.6,0.0,4,58.03
688256,寒武纪,6.3,7,0.23,3,19.0,6,2.4,4.0,10,57.93
000688,国城矿业,1.0,6,0.6,10,15.07,6,3.2,7.0,9,57.87
001309,德明利,6.2,6,0.12,10,20.0,2,6.4,5.0,2,57.72
688036,传音控股,1.8,4,2.86,3,18.82,8,8.0,1.0,10,57.48
301297,富乐德,2.7,6,0.24,10,15.09,6,6.4,2.0,9,57.43
603638,艾迪精密,1.6,4,0.79,10,20.0,6,8.0,0.0,7,57.39
300747,锐科激光,3.3,5,0.2,10,18.89,6,3.0,2.0,9,57.39
688041,海光信息,6.7,5,0.1,10,18.98,2,5.2,4.0,5,56.98
688396,华润微,2.3,8,0.17,8,18.8,2,3.6,7.0,7,56.87
688362,甬矽电子,1.5,5,0.0,10,13.52,6,4.8,7.0,9,56.82
688372,伟测科技,1.9,7,0.7,10,20.0,4,3.0,4.0,6,56.6
603893,瑞芯微,3.3,5,1.28,6,20.0,8,3.0,1.0,9,56.58
300672,国科微,1.0,4,0.0,10,6.94,8,10.0,7.0,9,55.94
605020,永和股份,1.0,4,2.74,8,16.68,6,8.4,1.0,8,55.82
