code,name,关注度,单日涨跌幅,股息率,今年相对大盘强弱,财报,5日涨跌幅,行业相对强弱,新闻,资金流向,total_score
002648,卫星化学,1.0,3,3.6,10,9.97,6,3.2,1.0,4,41.77
603308,应流股份,4.4,2,0.44,10,16.07,2,3.8,0.0,3,41.71
002468,申通快递,1.0,6,1.27,8,20.0,4,0.4,0.0,1,41.67
300783,三只松鼠,1.6,6,1.15,2,12.92,6,5.0,1.0,6,41.67
600116,三峡水利,2.3,4,2.22,6,17.88,4,3.2,1.0,1,41.6
600160,巨化股份,4.7,6,2.23,2,14.47,4,3.2,2.0,3,41.6
000848,承德露露,1.8,3,8.42,6,8.26,4,5.0,1.0,4,41.48
002600,领益智造,2.7,4,0.23,6,-2.06,10,9.6,2.0,9,41.47
601899,紫金矿业,6.4,4,2.43,2,19.23,2,0.4,4.0,1,41.46
000737,北方铜业,1.0,5,1.98,2,19.63,2,3.8,3.0,3,41.41
002635,安洁科技,1.0,3,1.63,10,0.94,10,6.8,0.0,8,41.37
600395,盘江股份,2.0,5,2.24,8,16.09,4,2.0,1.0,1,41.33
002643,万润股份,1.5,3,1.39,8,5.23,6,4.2,3.0,9,41.32
000810,创维数字,1.6,2,1.31,4,20.0,2,4.4,2.0,4,41.31
601677,明泰铝业,1.0,4,2.54,8,18.66,2,2.0,0.0,3,41.2
002127,南极电商,1.0,4,3.77,3,14.97,4,7.4,1.0,2,41.14
000612,焦作万方,1.0,4,5.02,6,18.69,2,0.4,1.0,3,41.11
000519,中兵红箭,1.6,3,0.28,3,20.0,4,3.2,3.0,3,41.08
002497,雅化集团,2.8,7,0.48,4,20.0,2,0.8,2.0,2,41.08
603662,柯力传感,1.0,1,1.07,3,5.97,10,8.0,1.0,10,41.04
002077,大港股份,1.0,4,0.0,8,15.99,4,3.0,0.0,5,40.99
603127,昭衍新药,1.7,5,0.61,6,17.76,4,3.8,0.0,2,40.87
600050,中国联通,1.9,6,2.13,3,9.03,6,3.8,1.0,8,40.86
000975,山金国际,1.9,4,3.94,4,20.0,2,0.0,4.0,1,40.84
601963,重庆银行,1.9,6,4.89,4,4.01,8,5.0,0.0,7,40.8
688981,中芯国际,5.6,5,0.0,3,15.39,4,4.8,1.0,2,40.79
002967,广电计量,1.9,3,1.81,4,17.67,4,4.4,1.0,3,40.78
301571,国科天成,1.0,6,0.35,6,20.0,4,0.4,0.0,3,40.75
600577,精达股份,1.6,3,0.85,6,6.87,6,7.4,0.0,9,40.72
600366,宁波韵升,1.7,5,1.52,3,19.69,2,3.8,1.0,3,40.71
000690,宝新能源,2.4,4,6.04,10,3.25,4,9.0,0.0,2,40.69
002488,金固股份,1.5,3,0.16,10,17.23,2,3.8,0.0,3,40.69
002120,韵达股份,1.0,3,4.91,6,16.53,2,6.2,0.0,1,40.64
688779,五矿新能,2.0,3,0.83,10,20.0,2,0.8,1.0,1,40.63
603533,掌阅科技,1.8,5,0.0,8,18.82,2,2.0,1.0,2,40.62
300166,东方国信,4.3,2,0.0,10,6.91,6,7.4,1.0,3,40.61
603688,石英股份,5.4,4,0.25,10,-0.05,6,10.0,0.0,5,40.6
002847,盐津铺子,1.0,6,3.4,2,11.16,8,5.0,0.0,4,40.56
002948,青岛银行,1.7,3,5.64,10,9.17,4,5.0,1.0,1,40.51
000600,建投能源,1.5,4,4.3,8,12.29,4,4.4,0.0,2,40.49
603259,药明康德,4.4,3,3.1,6,16.94,2,2.0,2.0,1,40.44
002415,海康威视,4.7,2,4.36,6,16.77,2,2.6,1.0,1,40.43
002049,紫光国微,3.0,3,0.79,4,20.0,4,3.6,0.0,2,40.39
601163,三角轮胎,1.9,3,5.02,4,16.66,4,3.8,1.0,1,40.38
600623,华谊集团,1.0,2,2.26,10,12.12,6,2.0,1.0,4,40.38
601777,千里科技,1.0,4,0.0,6,4.37,8,8.0,1.0,8,40.37
300820,英杰电气,1.0,1,1.2,10,-1.45,10,9.6,2.0,7,40.35
000778,新兴铸管,1.6,5,3.44,6,16.11,4,3.2,0.0,1,40.35
002428,云南锗业,7.0,4,0.02,10,1.29,4,9.0,1.0,4,40.31
603327,福蓉科技,1.4,3,2.05,3,20.0,4,3.8,0.0,3,40.25
603508,思维列控,1.0,5,4.09,2,13.69,2,4.4,7.0,1,40.18
603005,晶方科技,5.4,3,0.73,8,3.4,6,3.6,1.0,9,40.13
000990,诚志股份,1.0,2,0.0,10,14.11,4,5.0,1.0,3,40.11
601882,海天精工,1.5,6,2.58,8,1.58,4,8.4,1.0,7,40.06
600595,中孚实业,1.0,7,4.6,2,20.0,2,0.4,0.0,3,40.0
688165,埃夫特,1.5,4,0.0,2,13.47,6,6.0,1.0,6,39.97
603505,金石资源,1.0,1,0.46,8,-0.93,10,8.4,7.0,5,39.93
600460,士兰微,1.0,4,0.52,6,8.61,6,4.8,0.0,9,39.93
600301,华锡有色,1.0,6,1.4,10,8.12,2,4.4,5.0,2,39.92
601939,建设银行,3.7,2,4.11,6,3.08,6,5.0,3.0,7,39.89
002493,荣盛石化,1.9,7,1.63,6,13.52,2,3.8,0.0,4,39.85
000603,盛达资源,1.9,4,0.7,6,16.75,2,0.4,5.0,3,39.75
300433,蓝思科技,3.8,5,2.33,10,-10.0,10,9.6,1.0,8,39.73
300678,中科信息,2.2,3,0.42,2,20.0,4,2.6,2.5,3,39.72
002023,海特高新,4.5,5,0.0,3,15.61,4,5.6,0.0,2,39.71
688362,甬矽电子,1.7,7,0.0,10,13.52,2,2.4,1.0,2,39.62
001236,弘业期货,1.8,3,0.08,2,18.94,4,3.8,0.0,6,39.62
605599,菜百股份,2.0,3,7.62,4,18.96,2,0.0,1.0,1,39.58
002216,三全食品,1.0,3,7.01,8,10.54,4,5.0,0.0,1,39.55
600426,华鲁恒升,1.1,7,1.51,6,17.3,4,1.6,0.0,1,39.51
603799,华友钴业,4.6,3,1.71,2,20.0,2,1.2,2.0,3,39.51
688321,微芯生物,2.0,4,0.4,4,19.25,2,0.8,4.0,3,39.45
688102,斯瑞新材,1.7,2,0.19,6,17.75,2,6.8,0.0,3,39.44
002737,葵花药业,1.6,3,3.03,2,19.78,4,5.0,0.0,1,39.41
300913,兆龙互连,1.9,3,0.58,6,15.93,2,3.0,1.0,6,39.41
300131,英唐智控,4.5,2,0.0,10,-4.16,10,10.0,1.0,6,39.34
301087,可孚医疗,1.6,4,4.67,6,15.64,2,0.4,1.0,4,39.31
600894,广日股份,1.0,7,7.7,2,17.6,2,1.0,0.0,1,39.3
688472,阿特斯,1.0,2,1.33,4,15.33,4,5.6,1.0,5,39.26
603013,亚普股份,1.0,6,3.29,2,10.33,6,5.6,1.0,4,39.22
601033,永兴股份,2.0,3,6.94,3,11.04,4,3.2,0.0,6,39.18
001965,招商公路,1.8,4,6.37,3,4.35,6,5.6,1.0,7,39.12
300457,赢合科技,2.3,2,0.61,4,20.0,4,3.2,0.0,3,39.11
002221,东华能源,1.7,2,0.0,3,15.18,6,3.2,1.0,7,39.08
603383,顶点软件,1.0,4,3.61,2,16.67,4,3.8,1.0,3,39.08
603530,神马电力,1.0,3,1.19,10,18.44,2,1.4,1.0,1,39.03
