code,name,关注度,单日涨跌幅,股息率,今年相对大盘强弱,财报,5日涨跌幅,行业相对强弱,新闻,资金流向,total_score
300502,新易盛,7.0,6,0.32,10,18.49,10,9.6,4.0,8,73.41
002008,大族激光,6.7,5,0.27,10,20.0,10,10.0,4.0,7,72.97
300442,润泽科技,6.9,5,0.48,10,18.9,8,7.4,7.0,9,72.68
300476,胜宏科技,7.0,1,1.03,10,18.49,10,10.0,7.0,8,72.52
300394,天孚通信,7.0,5,0.37,10,18.49,10,5.0,8.5,8,72.36
603083,剑桥科技,7.0,2,0.29,10,20.0,8,9.6,7.0,8,71.89
300620,光库科技,6.0,1,0.14,10,20.0,10,8.4,7.0,9,71.54
002916,深南电路,6.7,1,1.38,10,18.99,8,10.0,7.0,8,71.07
688498,源杰科技,5.1,4,0.08,10,20.0,10,8.8,4.0,9,70.98
601138,工业富联,7.0,3,1.84,6,20.0,10,9.6,5.5,8,70.94
688700,东威科技,2.0,6,0.56,10,19.0,10,9.0,5.0,9,70.56
301526,国际复材,4.1,5,0.2,10,18.06,8,10.0,7.0,8,70.36
688048,长光华芯,4.0,2,0.0,10,18.98,10,10.0,7.0,8,69.98
688041,海光信息,6.9,4,0.09,10,18.98,6,10.0,4.0,10,69.97
601869,长飞光纤,7.0,4,0.14,10,19.71,10,5.6,4.0,9,69.45
600183,生益科技,7.0,0,1.7,10,18.75,10,10.0,4.0,8,69.45
603986,兆易创新,7.0,1,0.41,10,20.0,8,10.0,4.0,9,69.41
002463,沪电股份,7.0,1,0.89,10,20.0,8,8.8,7.5,6,69.19
688003,天准科技,2.1,5,1.07,10,20.0,10,10.0,4.0,7,69.17
301606,绿联科技,1.5,6,1.45,10,20.0,8,5.6,8.5,8,69.05
688205,德科立,2.9,2,0.0,10,19.39,10,9.6,7.0,8,68.89
300308,中际旭创,7.0,1,0.19,10,20.0,10,9.6,2.0,9,68.79
300661,圣邦股份,4.3,2,0.38,10,20.0,10,10.0,4.0,8,68.68
600522,中天科技,6.6,4,1.19,10,20.0,10,9.6,4.0,3,68.39
688200,华峰测控,1.8,1,0.6,10,18.56,10,10.0,7.0,9,67.96
