code,name,关注度,单日涨跌幅,股息率,今年相对大盘强弱,财报,5日涨跌幅,行业相对强弱,新闻,资金流向,total_score
600183,生益科技,7.0,4,1.76,10,18.75,10,10.0,7.0,6,74.51
601138,工业富联,7.0,4,1.86,6,20.0,10,7.6,8.5,8,72.96
688012,中微公司,4.7,5,0.16,10,20.0,10,10.0,4.0,9,72.86
300442,润泽科技,6.6,6,0.47,10,18.9,8,6.8,7.0,9,72.77
300620,光库科技,5.8,6,0.15,10,20.0,8,6.4,7.0,9,72.35
300308,中际旭创,7.0,4,0.19,10,20.0,10,10.0,2.0,9,72.19
603986,兆易创新,6.8,1,0.4,10,20.0,10,8.8,6.0,9,72.0
688409,富创精密,1.7,5,0.0,10,20.0,10,10.0,7.0,8,71.7
600522,中天科技,6.5,6,1.25,10,20.0,6,10.0,7.0,4,70.75
300394,天孚通信,7.0,2,0.35,10,18.49,10,6.4,8.5,8,70.74
002916,深南电路,6.3,4,1.45,10,18.99,6,7.6,7.0,8,69.34
301371,敷尔佳,1.0,4,4.63,10,20.0,6,8.4,7.0,8,69.03
688200,华峰测控,1.8,2,0.59,10,18.56,10,10.0,7.0,9,68.95
002008,大族激光,6.6,4,0.27,10,20.0,10,10.0,4.0,4,68.87
301606,绿联科技,1.6,4,1.49,10,20.0,10,4.2,8.5,9,68.79
001309,德明利,6.3,2,0.11,10,20.0,10,10.0,7.0,3,68.41
300502,新易盛,7.0,2,0.32,10,18.49,10,7.6,4.0,9,68.41
300475,香农芯创,6.4,6,0.09,10,20.0,8,8.8,1.0,8,68.29
688127,蓝特光学,1.8,2,0.62,10,20.0,10,10.0,7.0,6,67.42
300199,翰宇药业,1.0,6,0.0,10,15.79,10,8.0,7.0,9,66.79
688652,京仪装备,1.7,5,0.15,10,14.88,10,10.0,7.0,8,66.73
000833,粤桂股份,2.3,6,1.22,10,19.63,10,8.4,1.0,8,66.55
301297,富乐德,1.0,5,0.21,10,15.09,10,10.0,7.0,8,66.3
688041,海光信息,6.7,6,0.1,10,18.98,4,6.4,7.0,7,66.18
600584,长电科技,6.4,0,0.34,10,15.34,10,8.8,7.0,8,65.88
688279,峰岹科技,2.1,0,0.63,8,20.0,10,10.0,5.0,10,65.73
688390,固德威,1.9,4,0.0,10,19.18,8,9.6,4.0,9,65.68
300236,上海新阳,2.9,1,0.95,10,20.0,10,7.6,4.0,9,65.45
688766,普冉股份,1.0,6,0.06,10,20.0,10,10.0,4.0,4,65.06
688503,聚和材料,1.7,2,0.75,10,20.0,6,9.6,6.0,9,65.05
688003,天准科技,1.7,1,1.04,10,20.0,10,10.0,7.0,4,64.74
002979,雷赛智能,1.0,5,0.84,10,15.81,10,10.0,5.0,7,64.65
002475,立讯精密,6.6,4,0.38,10,10.56,6,10.0,7.0,10,64.54
300661,圣邦股份,4.1,1,0.36,10,20.0,10,10.0,1.0,8,64.46
002709,天赐材料,6.3,6,0.69,10,20.0,4,8.4,7.0,2,64.39
688008,澜起科技,6.5,4,0.3,10,12.47,10,10.0,7.0,4,64.27
300666,江丰电子,4.4,0,0.4,10,18.26,10,6.4,5.5,9,63.96
688548,广钢气体,1.7,6,0.38,10,15.57,10,10.0,1.0,9,63.65
300398,飞凯材料,3.4,4,0.39,10,15.4,8,10.0,4.0,8,63.19
603083,剑桥科技,6.8,2,0.29,10,20.0,6,10.0,4.0,4,63.09
301055,张小泉,1.6,6,1.66,10,18.16,8,5.6,4.0,8,63.02
002384,东山精密,7.0,6,0.0,10,20.0,4,10.0,4.0,2,63.0
688416,恒烁股份,1.0,2,0.0,10,20.0,8,10.0,7.0,5,63.0
300693,盛弘股份,1.6,6,1.63,10,10.12,10,8.4,7.0,8,62.75
301511,德福科技,4.1,4,0.21,10,20.0,4,8.4,7.0,5,62.71
002245,蔚蓝锂芯,5.9,4,0.76,10,15.56,10,8.4,5.0,3,62.62
002859,洁美科技,1.8,6,0.46,10,18.69,8,7.6,1.0,9,62.55
600552,凯盛科技,4.7,6,0.57,10,14.02,8,10.0,5.0,4,62.29
002015,协鑫能科,4.7,6,0.89,10,9.16,10,9.0,8.5,4,62.25
301526,国际复材,3.9,2,0.21,10,18.06,6,10.0,4.0,8,62.17
300821,东岳硅材,1.8,6,0.25,10,17.07,8,8.0,2.0,9,62.12
301031,中熔电气,1.0,1,0.51,10,20.0,10,7.6,4.0,8,62.11
301071,力量钻石,1.7,2,1.37,10,20.0,6,10.0,2.0,9,62.07
688107,安路科技,1.0,1,0.0,10,20.0,10,10.0,1.0,9,62.0
300408,三环集团,3.9,4,1.03,10,20.0,6,10.0,2.0,5,61.93
688396,华润微,3.3,4,0.16,8,18.8,8,7.6,2.0,10,61.86
688536,思瑞浦,1.7,1,0.1,10,20.0,10,10.0,1.0,8,61.8
000938,紫光股份,6.8,4,0.39,10,20.0,4,8.6,6.0,2,61.79
688048,长光华芯,3.8,6,0.0,10,18.98,4,10.0,7.0,2,61.78
688205,德科立,2.6,6,0.0,10,19.39,8,3.6,7.0,5,61.59
688549,中巨芯,1.0,5,0.0,10,19.55,10,10.0,4.0,2,61.55
603256,宏和科技,6.0,6,0.1,10,19.38,2,10.0,5.0,3,61.48
